items	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00000137	0.909095725798333	0.936741362692799	0.922711515888604
GC_00000138	0.964455517052365	0.82237853346071	0.887768523858014
GC_00000139	0.934987110179548	0.82027627001711	0.8738833703307
GC_00000140	0.950823479117758	0.698903168780745	0.805628669880609
GC_00000141	0.953957093610509	1.0	0.976436070914733
GC_00000142	0.976371365260254	1.0	0.988044435800336
GC_00000143	0.980138469687425	1.0	0.989969625550626
GC_00000144	0.984575878442545	1.0	0.992228001093332
GC_00000145	0.946024090861548	0.995225203997129	0.970001144425322
GC_00000146	0.92953375442696	0.957121410985581	0.943125882149553
GC_00000147	0.990191537607951	0.940478070232469	0.964694759443295
GC_00000148	0.944766858225331	0.983255091266023	0.963626813122676
GC_00000149	0.921354783204932	0.97904620339403	0.949324809697203
GC_00000150	0.920119178739868	0.981938985588619	0.950024462907459
GC_00000151	0.963403322371195	0.997908327022256	0.980352304512583
GC_00000152	0.902757062146893	0.938008734560458	0.920045353944121
GC_00000153	0.894871882825095	0.937530971302901	0.915704866543571
GC_00000154	0.950457245215424	0.810607114760438	0.874979271351319
GC_00000155	0.927014451424478	0.947153353524514	0.936975701016568
GC_00000156	0.991550488862873	0.85627604315284	0.918961725550703
GC_00000157	0.993231677089119	1.0	0.996604347106923
GC_00000158	0.992267557725313	0.850688326783569	0.916039754937386
GC_00000159	0.919624132042803	0.946718094328942	0.932974449684938
GC_00000160	0.948180028563709	0.780948255006286	0.856477273288051
GC_00000161	0.965024873518511	0.882840308572693	0.922104994860341
GC_00000162	0.948365118961401	0.827800918961286	0.883991136217468
GC_00000163	0.974710838959544	0.842194714608507	0.903620240723322
GC_00000164	0.965326165274139	0.880996590603198	0.92123552907461
GC_00000165	0.978459070793804	0.92530710062358	0.951141100696196
GC_00000166	0.950782626402132	0.838245409748713	0.890974491339065
GC_00000167	0.967231783904259	0.855575588419301	0.907983932056253
GC_00000168	0.977726561580001	0.859242525848503	0.914663448732497
GC_00000169	0.992382861438236	1.0	0.996176870063887
GC_00000170	0.947092614660678	0.997037205442703	0.97142337312278
GC_00000171	0.96394792209547	0.957623811166413	0.960775459947092
GC_00000172	0.978755231537735	0.918371065946317	0.947602156461489
GC_00000173	0.967242258652095	0.932675167969286	0.94964425655022
GC_00000174	0.985865693797091	0.884673261590601	0.932532323167774
GC_00000175	0.94841591887526	0.997741556688925	0.972453655131723
GC_00000176	0.992470611865195	0.91050800077116	0.949724213013202
GC_00000177	0.957902680037833	0.862154662313815	0.907510156323365
GC_00000178	0.983141450161318	1.0	0.991499068391057
GC_00000179	0.991027718904542	0.901668079520905	0.944238435780349
GC_00000180	0.988538767207403	0.901404974175309	0.942963266487454
GC_00000181	0.995172447708347	0.909811611021585	0.950579553403167
GC_00000182	0.871583231583232	0.750538319875337	0.806544507932584
GC_00000183	0.979528900478053	1.0	0.989658600328087
GC_00000184	0.991490388424335	0.910364615602004	0.949197246288604
GC_00000185	0.956474363706024	0.925807703058431	0.940891218518695
GC_00000186	0.982214350882842	0.927483944148518	0.954064882946482
GC_00000187	0.995227524642436	0.886620938388518	0.937790240971219
GC_00000188	0.991987907909641	0.895034849239082	0.941020710258368
GC_00000189	0.984710016889191	0.839466072505124	0.906305762081216
GC_00000190	0.991262679531753	0.899987456712026	0.943422512748294
GC_00000191	0.957985862917957	0.898280779118816	0.927173141874201
GC_00000192	0.983942953360518	0.856498168498168	0.915807984782325
GC_00000193	0.950560724242709	0.982002207489459	0.966025700102257
GC_00000194	0.827183135780092	0.989005588948644	0.900885170391931
GC_00000195	0.962712974151835	0.901378036788442	0.931036441395667
GC_00000196	0.937776463189759	0.987047920374396	0.961781568927903
GC_00000197	0.993992888657939	0.941508491926561	0.967039088655617
GC_00000198	0.948682460853755	0.939934445635664	0.944288192976469
GC_00000199	0.950981215195743	0.89901610496527	0.924268828568905
GC_00000200	0.958826829890334	0.881811255755409	0.918707808461921
GC_00000201	0.667162904614539	0.695482454184686	0.68102840001038
GC_00000202	0.960037227761022	0.876800579170037	0.916532961320144
GC_00000203	0.977574999038379	0.894248694101453	0.934057165191566
GC_00000204	0.955255507030562	0.84244964434428	0.895313295998907
GC_00000205	0.987111787111787	0.884939681011165	0.933237579076746
GC_00000206	0.966944026353903	0.874210851242193	0.91824209974783
GC_00000207	0.987038790921892	0.895674756791335	0.939139923942629
GC_00000208	0.94967353401651	0.82715854863056	0.884192254002631
GC_00000209	0.92252923274067	0.881771732619193	0.901690145450155
GC_00000210	0.9750217261927	0.849852321829646	0.908144294930615
GC_00000211	0.940195085203658	0.989220945632233	0.964085149495731
GC_00000212	0.977137355623193	0.885972875753354	0.929324715615864
GC_00000213	0.91409490039799	0.941344809037116	0.927519751874797
GC_00000214	0.947530022022121	0.846564149225322	0.894206067679125
GC_00000215	0.995505115724645	0.888536340455089	0.938984086076196
GC_00000216	0.973840285824643	0.839189405062573	0.901514690238999
GC_00000217	0.946331287238673	0.836811135632429	0.888207861583625
GC_00000218	0.982208485024495	0.900772995747317	0.939729772744553
GC_00000219	0.983088267761734	0.902798966807886	0.941234508773577
GC_00000220	0.976599654415575	0.898487287581852	0.935916468613996
GC_00000221	0.947688731899017	0.787177983307015	0.860008089659448
GC_00000222	0.914583955038297	0.872298143706449	0.892940711425832
GC_00000223	0.985917922061254	0.900935343726042	0.941512854341958
GC_00000224	0.992431370546775	0.898167806348718	0.94294964044081
GC_00000225	0.979240454826503	0.898368807546695	0.937062995302921
GC_00000226	0.95181515402385	0.847832231418721	0.896819646406167
GC_00000227	0.939505067303455	0.775929534357875	0.849918415652379
GC_00000228	0.96667642450775	0.934986277163689	0.950567301528288
GC_00000229	0.953442758335914	0.798970769213204	0.86939855468224
GC_00000230	0.954979927572083	0.882572414309006	0.917349586277499
GC_00000231	0.927519956662923	0.988401427794222	0.956993389092551
GC_00000232	0.973684210526316	0.936560734640903	0.954761745948708
GC_00000233	0.969587940878867	0.874303267418316	0.919483645179529
GC_00000234	0.991115016598321	0.896323854238351	0.941339129332563
GC_00000235	0.971518515972318	0.8950346979989	0.931709607885876
GC_00000236	0.95352008213579	0.806239111082474	0.873716342989545
GC_00000237	0.972138769670958	0.89886305940475	0.934066033600921
GC_00000238	0.976273186078521	0.892663240374081	0.932597998990612
GC_00000239	0.973083445864535	0.882208368554523	0.925420305928933
GC_00000240	0.978266845693696	0.91074378088295	0.943298500521552
GC_00000241	0.968840423911778	0.89454914397771	0.930213828386832
GC_00000242	0.985882383440317	0.894460108936533	0.937948770147669
GC_00000243	1.0	1.0	1.0
GC_00000244	0.996214578316465	0.942396686879448	0.968558611910848
GC_00000245	0.999655913978495	0.951086219384782	0.974766421097637
GC_00000246	0.994626865671642	0.847425474254743	0.915144618943872
GC_00000247	0.99682855365678	0.94470432541617	0.970066751367667
GC_00000248	0.998278291424093	0.940423972697346	0.968487894250232
GC_00000249	0.981090450677592	0.76415850482374	0.859142312646485
GC_00000250	0.999430570778736	0.942699334435163	0.970236369212906
GC_00000251	0.996004047276887	0.943171307892138	0.968867964861407
GC_00000252	0.998103652851937	0.94043668122271	0.968412439303101
GC_00000253	0.995117920985429	0.947816317626526	0.9708913299571
GC_00000254	0.989600862998921	1.0	0.99477325467913
GC_00000255	0.995640686922061	0.94609100064085	0.97023363197117
GC_00000256	0.992344681669552	0.944919796822384	0.968051750694266
GC_00000257	0.997594878262248	0.950201752598328	0.973321738716731
GC_00000258	0.992306377502287	0.99560379874459	0.993952353345233
GC_00000259	0.998131016806388	0.937852908078653	0.967053563537166
GC_00000260	0.995920124592229	0.936499326436345	0.965296147654262
GC_00000261	0.99483266398929	1.0	0.997409639362745
GC_00000262	0.976128149448196	0.939824934223841	0.957632607674254
GC_00000263	0.991366152584459	0.940210439720828	0.965110894342896
GC_00000264	0.99559688270596	0.941403901895207	0.967742292667248
GC_00000265	0.968685185185185	0.968249603384453	0.968467345307563
GC_00000266	0.995586537923741	0.944162202975791	0.969192719736691
GC_00000267	0.990052334150868	0.920448169675651	0.953982327695865
GC_00000268	0.992994011976048	0.844369405635806	0.912670575298517
GC_00000269	0.996940143739684	0.948376331185159	0.972052052319739
GC_00000270	0.995932079116479	0.947706750584513	0.971221134378713
GC_00000271	0.994534572676712	0.91305939908762	0.952057044361688
GC_00000272	0.988133162225409	0.942577851224172	0.964818065764967
GC_00000273	0.99073883161512	0.940710098025421	0.965076538243963
GC_00000274	0.99137422750202	0.940769258853595	0.965409043210131
GC_00000275	0.997389638631778	0.948236430468728	0.972192144978744
GC_00000276	0.995496838784578	0.934560332133005	0.964066630056939
GC_00000277	0.994735601775832	0.957590536851683	0.975809707285528
GC_00000278	0.992385346937891	0.952277321509552	0.971917726833128
GC_00000279	0.992823297093212	0.942078720787209	0.966785597461831
GC_00000280	0.980225988700565	1.0	0.990014265335235
GC_00000281	0.99750167000668	1.0	0.9987492726385
GC_00000282	0.966957033419673	0.926278935851664	0.94618097951623
GC_00000283	0.984009691705248	0.934312209229222	0.95851720038461
GC_00000284	0.99512359812362	0.95259186351706	0.973393353840162
GC_00000285	0.993003584229391	1.0	0.996489511696832
GC_00000286	0.966225351684745	0.951183114848709	0.958645229436041
GC_00000287	0.987404113969129	0.932764419796281	0.959306862158379
GC_00000288	0.99626734164237	0.941423206372718	0.968069123456426
GC_00000289	0.997586550596028	0.940200998336108	0.96804406789994
GC_00000290	0.994342291371994	0.931066846421752	0.961664846519156
GC_00000291	0.994575973251712	0.919126452106716	0.955363878450659
GC_00000292	0.996273652581524	0.939953325554247	0.967294375587835
GC_00000293	0.996611582989936	0.936036457906945	0.965374715220284
GC_00000294	0.992907091907682	0.939429735286164	0.965428421575093
GC_00000295	0.988856403951913	0.943988736290879	0.965901807345469
GC_00000296	0.984711605281445	0.946042153875223	0.964989640536337
GC_00000297	0.991315373205064	0.94005489466682	0.965004882017477
GC_00000298	0.991050532353232	0.939902449149025	0.964799072284567
GC_00000299	0.975746081818637	0.954744557729402	0.96513108352624
GC_00000300	0.993497864261984	0.94016741039435	0.96609721084381
GC_00000301	0.990905678199058	0.921240722882959	0.954804153883167
GC_00000302	0.994826119561689	0.951936977283761	0.972909103026488
GC_00000303	0.990167995983242	0.94138547869904	0.965160721780667
GC_00000304	0.983223498399548	0.92993144950288	0.955835233371402
GC_00000305	0.991447733777607	0.939106498640969	0.964567577764414
GC_00000306	0.883967265891464	0.916272919536082	0.899830227154206
GC_00000307	0.99449128637908	0.844102514624636	0.913146335146568
GC_00000308	0.993972979400621	0.922513407971417	0.956910945676721
GC_00000309	0.993599164217304	0.952692954684653	0.972716186164723
GC_00000310	0.98170631279264	0.940893650323619	0.960866799031924
GC_00000311	0.996260323613686	0.940841590951209	0.967758217389202
GC_00000312	0.992851636154225	0.909875749953296	0.949554448665652
GC_00000313	0.982482275100956	0.961573407202213	0.971915400761943
GC_00000314	0.992230850478273	0.970291878435848	0.981138736961545
GC_00000315	0.986739736108921	0.941330856005309	0.963500573313897
GC_00000316	0.996581601998545	0.944362314658315	0.969769502696683
GC_00000317	0.982945537629395	0.941660716149911	0.9618603255423
GC_00000318	0.980767276878298	0.93671901672926	0.958237211186762
GC_00000319	0.96263846089781	0.946953405017923	0.954731515795659
GC_00000320	0.965735359335247	0.939230570115835	0.952298577214797
GC_00000321	0.961520812848247	0.861214953271027	0.908607947787465
GC_00000322	0.993625720300639	0.950016343544295	0.971331801478124
GC_00000323	0.973500929768735	0.917635828135825	0.944743237785886
GC_00000324	0.991928668018932	0.945626299546935	0.968224232555999
GC_00000325	0.982698724911683	0.937007311827956	0.95930926188064
GC_00000326	0.973264931598265	0.940178430265385	0.95643562162318
GC_00000327	0.995441687167379	0.947956635548663	0.971119035786007
GC_00000328	0.929324138054291	0.93420007989384	0.93175572998296
GC_00000329	0.934752331270707	0.990327229190709	0.961737587598711
GC_00000330	0.986453049873729	0.926983679953785	0.955794214691399
GC_00000331	0.976576732471003	0.941081221779548	0.958500469302373
GC_00000332	0.99071155947611	0.934624553561651	0.961851120657358
GC_00000333	0.980958414070651	0.945780257025844	0.963048196321732
GC_00000334	0.993392732946108	0.931074214483072	0.961224467623678
GC_00000335	0.978129226210473	0.946669111921905	0.962142067121678
GC_00000336	0.989485886363734	0.932739251481524	0.960274950969597
GC_00000337	0.986175555173665	0.927068574836016	0.955709051586992
GC_00000338	0.985665366443955	0.958021911138158	0.971647063799272
GC_00000339	0.992156817520755	0.948883582913476	0.970037837038853
GC_00000340	0.996328098275332	0.940204607804653	0.967453083485411
GC_00000341	0.996332465277778	0.952238622067538	0.973786648091769
GC_00000342	0.99208142963611	0.940235745304834	0.965463055955605
GC_00000343	0.962796943905051	0.925217599234816	0.943633278914269
GC_00000344	0.974418859649123	0.943017247302961	0.958460923328559
GC_00000345	0.989157556058964	0.936202044741367	0.961951550420852
GC_00000346	0.991116152797074	0.939060868132772	0.964386566386194
GC_00000347	0.963192100987377	0.869596218148278	0.914004306579087
GC_00000348	0.978370951752167	0.938951025043747	0.958255753742405
GC_00000349	0.991591714527671	0.94995481727575	0.970326809640073
GC_00000350	0.975039688287198	0.938448433123876	0.956394197035247
GC_00000351	0.950930703548784	0.943013222743119	0.946955413948946
GC_00000352	0.810733976567884	0.973921568627451	0.884866895826827
GC_00000353	0.987885619234179	0.945039544379971	0.965987709275802
GC_00000354	0.924129460946787	0.811136766358597	0.863954326839061
GC_00000355	0.991557474594541	0.951017052872064	0.970864236001239
GC_00000356	0.987230056207475	0.936155138189037	0.961014457619613
GC_00000357	0.995330070369681	0.931813951028612	0.96252530703524
GC_00000358	0.986321640669133	0.942103479205026	0.963705605899011
GC_00000359	0.821813566771475	0.925562958027985	0.870608234702971
GC_00000360	0.971526452118805	0.899331128544328	0.93403580221748
GC_00000361	0.982182007241202	0.938979528992786	0.960095006224618
GC_00000362	0.99123234291281	0.943135319927856	0.966585877974239
GC_00000363	0.99282724096491	0.9406733937397	0.966046923794638
GC_00000364	0.986322033632674	0.93105463489708	0.957891807058425
GC_00000365	0.992959537689874	0.958237612004743	0.975289633200004
GC_00000366	0.983979629727866	0.922556353109357	0.952278548013263
GC_00000367	0.992836084458794	0.944325789464992	0.9679735409688
GC_00000368	0.982226661082294	0.930647196221844	0.955741524408571
GC_00000369	0.962928073614531	0.936141806413653	0.94934603066481
GC_00000370	0.992446201141853	0.941624007621464	0.966367368706263
GC_00000371	0.988917313855875	0.943024610546911	0.965425878472322
GC_00000372	0.969650767975285	0.904860916368288	0.936136157267628
GC_00000373	0.992871729945525	0.949676236805032	0.970793724802624
GC_00000374	0.95356706657773	0.922647712647711	0.937852619621024
GC_00000375	0.962305870290936	0.94472469404346	0.953434240529999
GC_00000376	0.976798792419075	0.939440667859272	0.957755571718591
GC_00000377	0.966570881226054	0.950822252951815	0.958631890917914
GC_00000378	0.868291271172852	0.702541338236545	0.77667156637172
GC_00000379	0.986206140350877	0.94681062672936	0.966106936817065
GC_00000380	0.970623356148881	0.858376593336281	0.911055651038402
GC_00000381	0.976940267428198	0.934422948736567	0.955208719838683
GC_00000382	0.957410377638701	0.916529751542964	0.936524152375187
GC_00000383	0.988606965174129	1.0	0.994270846363614
GC_00000384	0.979442998223214	0.932790128198973	0.955547466731322
GC_00000385	0.920825042423616	0.97614223520651	0.947677090422409
GC_00000386	0.982345225160306	0.943584027476849	0.96257457293427
GC_00000387	0.992240915024327	0.947936035417145	0.969582613537202
GC_00000388	0.975701284074949	0.938909222980409	0.95695174670355
GC_00000389	0.952613722281241	0.930306505563523	0.941327975579415
GC_00000390	0.984135704404584	0.940925365859669	0.962045580814051
GC_00000391	0.989783614815735	0.915043091855768	0.950947039955967
GC_00000392	0.985726806059847	0.915809495533151	0.949482761107333
GC_00000393	0.986491571234486	0.899031824638184	0.940733293703475
GC_00000394	0.95420871732373	0.780650544093772	0.858748108188501
GC_00000395	0.984287292033964	0.960176983256169	0.972082660229423
GC_00000396	0.981792226591554	0.940267290062903	0.960581197723676
GC_00000397	0.970501084919234	0.928339870080332	0.948952410905787
GC_00000398	0.95187244095491	0.940941491812206	0.946375403416091
GC_00000399	0.953665612026653	0.793274667176633	0.866107193227307
GC_00000400	0.986625381671182	0.938538221600902	0.96198123580369
GC_00000401	0.977728242862613	0.940314300074732	0.958656367384535
GC_00000402	0.985499808810803	0.952256249780245	0.968592871054857
GC_00000403	0.984296697919537	0.948650309637435	0.966144817841264
GC_00000404	0.979968011453242	0.938465260684717	0.958767707678722
GC_00000405	0.992556678340125	0.95054515451545	0.971096753886168
GC_00000406	0.992780108185918	0.939525660656056	0.965419036748574
GC_00000407	0.991349886276359	0.933023183726937	0.96130260966427
GC_00000408	0.983453167613483	0.943628790570956	0.963129481023835
GC_00000409	0.986244431223178	0.94131610695269	0.963256665734946
GC_00000410	0.974914398422091	0.943573607618419	0.958988008412755
GC_00000411	0.978245322245322	0.942620619029961	0.960102619765175
GC_00000412	0.978733596379543	0.936331850491927	0.957063311787884
GC_00000413	0.984821108146484	0.940987401427214	0.962405400971633
GC_00000414	0.988571330365889	0.926742458511207	0.956658935405145
GC_00000415	0.907153309361511	0.92865623975929	0.917778842102997
GC_00000416	0.979071429436632	0.937340721442881	0.95775172328256
GC_00000417	0.976777185321718	0.941395130069825	0.958759834084539
GC_00000418	0.986353715870275	0.945464998837013	0.965476633732142
GC_00000419	0.969065170940171	1.0	0.984289585984064
GC_00000420	0.962129609525877	0.897865053443395	0.928887131210759
GC_00000421	0.973444718125253	0.934029716468249	0.953329992348556
GC_00000422	0.984325416218682	0.925351035166335	0.953927606090433
GC_00000423	0.968700513460339	0.926914904941348	0.947347162968113
GC_00000424	0.985145016650855	0.936810846235766	0.960370167218641
GC_00000425	0.966871217817882	0.93991406363154	0.95320208750173
GC_00000426	0.930553932452962	0.725208883003449	0.815148125841512
GC_00000427	0.995648473349212	0.942478525891301	0.968334176073919
GC_00000428	0.968127206468512	0.909202673119022	0.937740195381981
GC_00000429	0.983627178477957	0.938486303477995	0.960526673785042
GC_00000430	0.989727400708161	0.957705774635726	0.973453322018132
GC_00000431	0.984924426956467	0.955903308401043	0.970196891873313
GC_00000432	0.931428679223927	0.944171758733979	0.937756929888134
GC_00000433	0.978198916119387	0.961442000316501	0.96974807517404
GC_00000434	0.962561052001941	0.926087420666255	0.943972046447503
GC_00000435	0.953943460181011	0.868019635180667	0.908955462816254
GC_00000436	0.987782592466365	0.940381965464555	0.963499647303934
GC_00000437	0.990532892173373	0.940789337474115	0.96502051192586
GC_00000438	0.977209146749377	0.79152206100089	0.874618590405059
GC_00000439	0.974610041440444	0.94143696621681	0.95773633631254
GC_00000440	0.985159320785181	0.894232498603609	0.937496345211155
GC_00000441	0.972142963959922	0.868020667726551	0.917136030917856
GC_00000442	0.972220340322708	0.953049004408969	0.962539220754945
GC_00000443	0.963536952775333	0.936895695459848	0.950029588588707
GC_00000444	0.991145615876204	0.93933718387802	0.964546207558783
GC_00000445	0.992680640822041	0.945962525070683	0.96875866802273
GC_00000446	0.980281793117437	0.943264238911297	0.961416825079347
GC_00000447	0.97608379040005	0.928454034618374	0.951673336615149
GC_00000448	0.988317232082678	0.954634546800346	0.971183930757782
GC_00000449	0.98423838874642	0.961366449706501	0.972667981445184
GC_00000450	0.934181821739173	0.9288708918863	0.931518786985083
GC_00000451	0.985619047619048	1.0	0.992757446400307
GC_00000452	0.987422548647322	0.938642174261014	0.962414644692896
