items	SCG
GC_00000247	0
GC_00000248	0
GC_00000249	0
GC_00000250	0
GC_00000251	0
GC_00000252	0
GC_00000253	0
GC_00000254	0
GC_00000255	0
GC_00000256	0
GC_00000257	0
GC_00000258	0
GC_00000259	0
GC_00000260	0
GC_00000261	0
GC_00000262	0
GC_00000263	0
GC_00000264	0
GC_00000265	0
GC_00000266	0
GC_00000267	0
GC_00000268	0
GC_00000269	0
GC_00000270	0
GC_00000271	0
GC_00000272	0
GC_00000273	0
GC_00000274	0
GC_00000275	0
GC_00000276	0
GC_00000277	0
GC_00000278	0
GC_00000279	0
GC_00000280	0
GC_00000281	0
GC_00000282	0
GC_00000283	0
GC_00000284	0
GC_00000285	0
GC_00000286	0
GC_00000287	0
GC_00000288	0
GC_00000289	0
GC_00000290	0
GC_00000291	0
GC_00000292	0
GC_00000293	0
GC_00000294	0
GC_00000295	0
GC_00000296	0
GC_00000297	0
GC_00000298	0
GC_00000299	0
GC_00000300	0
GC_00000301	0
GC_00000302	0
GC_00000303	0
GC_00000304	0
GC_00000305	0
GC_00000306	0
GC_00000307	0
GC_00000308	0
GC_00000309	0
GC_00000310	0
GC_00000311	0
GC_00000312	0
GC_00000313	0
GC_00000314	0
GC_00000315	0
GC_00000316	0
GC_00000317	0
GC_00000318	0
GC_00000319	0
GC_00000320	0
GC_00000321	0
GC_00000322	0
GC_00000323	0
GC_00000324	0
GC_00000325	0
GC_00000326	0
GC_00000327	0
GC_00000328	0
GC_00000329	0
GC_00000330	0
GC_00000331	0
GC_00000332	0
GC_00000333	0
GC_00000334	0
GC_00000335	0
GC_00000336	0
GC_00000337	0
GC_00000338	0
GC_00000339	0
GC_00000340	0
GC_00000341	0
GC_00000342	0
GC_00000343	0
GC_00000344	0
GC_00000345	0
GC_00000346	0
GC_00000347	0
GC_00000348	0
GC_00000349	0
GC_00000350	0
GC_00000351	0
GC_00000352	0
GC_00000353	0
GC_00000354	0
GC_00000355	0
GC_00000356	0
GC_00000357	0
GC_00000358	0
GC_00000359	0
GC_00000360	0
GC_00000361	0
GC_00000362	0
GC_00000363	0
GC_00000364	0
GC_00000365	0
GC_00000366	0
GC_00000367	0
GC_00000368	0
GC_00000369	0
GC_00000370	0
GC_00000371	0
GC_00000372	0
GC_00000373	0
GC_00000374	0
GC_00000375	0
GC_00000376	0
GC_00000377	0
GC_00000378	0
GC_00000379	0
GC_00000380	0
GC_00000381	0
GC_00000382	0
GC_00000383	0
GC_00000384	0
GC_00000385	0
GC_00000386	0
GC_00000387	0
GC_00000388	0
GC_00000389	0
GC_00000390	0
GC_00000391	0
GC_00000392	0
GC_00000393	0
GC_00000394	0
GC_00000395	0
GC_00000396	0
GC_00000397	0
GC_00000398	0
GC_00000399	0
GC_00000400	0
GC_00000401	0
GC_00000402	0
GC_00000403	0
GC_00000404	0
GC_00000405	0
GC_00000406	0
GC_00000407	0
GC_00000408	0
GC_00000409	0
GC_00000410	0
GC_00000411	0
GC_00000412	0
GC_00000413	0
GC_00000414	0
GC_00000415	0
GC_00000416	0
GC_00000417	0
GC_00000418	0
GC_00000419	0
GC_00000420	0
GC_00000421	0
GC_00000422	0
GC_00000423	0
GC_00000424	0
GC_00000425	0
GC_00000426	0
GC_00000427	0
GC_00000428	0
GC_00000429	0
GC_00000430	0
GC_00000431	0
GC_00000432	0
GC_00000433	0
GC_00000434	0
GC_00000435	0
GC_00000436	0
GC_00000437	0
GC_00000438	0
GC_00000439	0
GC_00000440	0
GC_00000441	0
GC_00000442	0
GC_00000443	0
GC_00000444	0
GC_00000445	0
GC_00000446	0
GC_00000447	0
GC_00000448	0
GC_00000449	0
GC_00000450	0
GC_00000451	0
GC_00000452	0
GC_00000453	0
GC_00000454	0
GC_00000455	0
GC_00000456	0
GC_00000457	0
GC_00000458	0
GC_00000459	0
GC_00000460	0
GC_00000461	0
GC_00000462	0
GC_00000463	0
GC_00000464	0
GC_00000465	0
GC_00000466	0
GC_00000467	0
GC_00000468	0
GC_00000469	0
GC_00000470	0
GC_00000471	0
GC_00000472	0
GC_00000473	0
GC_00000474	1
GC_00000475	1
GC_00000476	1
GC_00000477	1
GC_00000478	1
GC_00000479	1
GC_00000480	1
GC_00000481	1
GC_00000482	1
GC_00000483	1
GC_00000484	1
GC_00000485	1
GC_00000486	1
GC_00000487	1
GC_00000488	1
GC_00000489	1
GC_00000490	1
GC_00000491	1
GC_00000492	1
GC_00000493	1
GC_00000494	1
GC_00000495	1
GC_00000496	1
GC_00000497	1
GC_00000498	1
GC_00000499	1
GC_00000500	1
GC_00000501	1
GC_00000502	1
GC_00000503	1
GC_00000504	1
GC_00000505	1
GC_00000506	1
GC_00000507	1
GC_00000508	1
GC_00000509	1
GC_00000510	1
GC_00000511	1
GC_00000512	1
GC_00000513	1
GC_00000514	1
GC_00000515	1
GC_00000516	1
GC_00000517	1
GC_00000518	1
GC_00000519	1
GC_00000520	1
GC_00000521	1
GC_00000522	1
GC_00000523	1
GC_00000524	1
GC_00000525	1
GC_00000526	1
GC_00000527	1
GC_00000528	1
GC_00000529	1
GC_00000530	1
GC_00000531	1
GC_00000532	1
GC_00000533	1
GC_00000534	1
GC_00000535	1
GC_00000536	1
GC_00000537	1
GC_00000538	1
GC_00000539	1
GC_00000540	1
GC_00000541	1
GC_00000542	1
GC_00000543	1
GC_00000544	1
GC_00000545	1
GC_00000546	1
GC_00000547	1
GC_00000548	1
GC_00000549	1
GC_00000550	1
GC_00000551	1
GC_00000552	1
GC_00000553	1
GC_00000554	1
GC_00000555	1
GC_00000556	1
GC_00000557	1
GC_00000558	1
GC_00000559	1
GC_00000560	1
GC_00000561	1
GC_00000562	1
GC_00000563	1
GC_00000564	1
GC_00000565	1
GC_00000566	1
GC_00000567	1
GC_00000568	1
GC_00000569	1
GC_00000570	1
GC_00000571	1
GC_00000572	1
GC_00000573	1
GC_00000574	1
GC_00000575	1
GC_00000576	1
GC_00000577	1
GC_00000578	1
GC_00000579	1
GC_00000580	1
GC_00000581	1
GC_00000582	1
GC_00000583	1
GC_00000584	1
GC_00000585	1
GC_00000586	1
GC_00000587	1
GC_00000588	1
GC_00000589	1
GC_00000590	1
GC_00000591	1
GC_00000592	1
GC_00000593	1
GC_00000594	1
GC_00000595	1
GC_00000596	1
GC_00000597	1
GC_00000598	1
GC_00000599	1
GC_00000600	1
GC_00000601	1
GC_00000602	1
GC_00000603	1
GC_00000604	1
GC_00000605	1
GC_00000606	1
GC_00000607	1
GC_00000608	1
GC_00000609	1
GC_00000610	1
GC_00000611	1
GC_00000612	1
GC_00000613	1
GC_00000614	1
GC_00000615	1
GC_00000616	1
GC_00000617	1
GC_00000618	1
GC_00000619	1
GC_00000620	1
GC_00000621	1
GC_00000622	1
GC_00000623	1
GC_00000624	1
GC_00000625	1
GC_00000626	1
GC_00000627	1
GC_00000628	1
GC_00000629	1
GC_00000630	1
GC_00000631	1
GC_00000632	1
GC_00000633	1
GC_00000634	1
GC_00000635	1
GC_00000636	1
GC_00000637	1
GC_00000638	1
GC_00000639	1
GC_00000640	1
GC_00000641	1
GC_00000642	1
GC_00000643	1
GC_00000644	1
GC_00000645	1
GC_00000646	1
GC_00000647	1
GC_00000648	1
GC_00000649	1
GC_00000650	1
GC_00000651	1
GC_00000652	1
GC_00000653	1
GC_00000654	1
GC_00000655	1
GC_00000656	1
GC_00000657	1
GC_00000658	1
GC_00000659	1
GC_00000660	1
GC_00000661	1
GC_00000662	1
GC_00000663	1
GC_00000664	1
GC_00000665	1
GC_00000666	1
GC_00000667	1
GC_00000668	1
GC_00000669	1
GC_00000670	1
GC_00000671	1
GC_00000672	1
GC_00000673	1
GC_00000674	1
GC_00000675	1
GC_00000676	1
GC_00000677	1
GC_00000678	1
GC_00000679	1
GC_00000680	1
GC_00000681	1
GC_00000682	1
GC_00000683	1
GC_00000684	1
GC_00000685	1
GC_00000686	1
GC_00000687	1
GC_00000688	1
GC_00000689	1
GC_00000690	1
GC_00000691	1
GC_00000692	1
GC_00000693	1
GC_00000694	1
GC_00000695	1
GC_00000696	1
GC_00000697	1
GC_00000698	1
GC_00000699	1
GC_00000700	1
GC_00000701	1
GC_00000702	1
GC_00000703	1
GC_00000704	1
GC_00000705	1
GC_00000706	1
GC_00000707	1
GC_00000708	1
GC_00000709	1
GC_00000710	1
GC_00000711	1
GC_00000712	1
GC_00000713	1
GC_00000714	1
GC_00000715	1
GC_00000716	1
GC_00000717	1
GC_00000718	1
GC_00000719	1
GC_00000720	1
GC_00000721	1
GC_00000722	1
GC_00000723	1
GC_00000724	1
GC_00000725	1
GC_00000726	1
GC_00000727	1
GC_00000728	1
GC_00000729	1
GC_00000730	1
GC_00000731	1
GC_00000732	1
GC_00000733	1
GC_00000734	1
GC_00000735	1
GC_00000736	1
GC_00000737	1
GC_00000738	1
GC_00000739	1
GC_00000740	1
GC_00000741	1
GC_00000742	1
GC_00000743	1
GC_00000744	1
GC_00000745	1
GC_00000746	1
GC_00000747	1
GC_00000748	1
GC_00000749	1
GC_00000750	1
GC_00000751	1
GC_00000752	1
GC_00000753	1
GC_00000754	1
GC_00000755	1
GC_00000756	1
GC_00000757	1
GC_00000758	1
GC_00000759	1
GC_00000760	1
GC_00000761	1
GC_00000762	1
GC_00000763	1
GC_00000764	1
GC_00000765	1
GC_00000766	1
GC_00000767	1
GC_00000768	1
GC_00000769	1
GC_00000770	1
GC_00000771	1
GC_00000772	1
GC_00000773	1
GC_00000774	1
GC_00000775	1
GC_00000776	1
GC_00000777	1
GC_00000778	1
GC_00000779	1
GC_00000780	1
GC_00000781	1
GC_00000782	1
GC_00000783	1
GC_00000784	1
GC_00000785	1
GC_00000786	1
GC_00000787	1
GC_00000788	1
GC_00000789	1
GC_00000790	1
GC_00000791	1
GC_00000792	1
GC_00000793	1
GC_00000794	1
GC_00000795	1
GC_00000796	1
GC_00000797	1
GC_00000798	1
GC_00000799	1
GC_00000800	1
GC_00000801	1
GC_00000802	1
GC_00000803	1
GC_00000804	1
GC_00000805	1
GC_00000806	1
GC_00000807	1
GC_00000808	1
GC_00000809	1
GC_00000810	1
GC_00000811	1
GC_00000812	1
GC_00000813	1
GC_00000814	1
GC_00000815	1
GC_00000816	1
GC_00000817	1
GC_00000818	1
GC_00000819	1
GC_00000820	1
GC_00000821	1
GC_00000822	1
GC_00000823	1
GC_00000824	1
GC_00000825	1
GC_00000826	1
GC_00000827	1
GC_00000828	1
GC_00000829	1
GC_00000830	1
GC_00000831	1
GC_00000832	1
GC_00000833	1
GC_00000834	1
GC_00000835	1
GC_00000836	1
GC_00000837	1
GC_00000838	1
GC_00000839	1
GC_00000840	1
GC_00000841	1
GC_00000842	1
GC_00000843	1
GC_00000844	1
GC_00000845	1
GC_00000846	1
GC_00000847	1
GC_00000848	1
GC_00000849	1
GC_00000850	1
GC_00000851	1
GC_00000852	1
GC_00000853	1
GC_00000854	1
GC_00000855	1
GC_00000856	1
GC_00000857	1
GC_00000858	1
GC_00000859	1
GC_00000860	1
GC_00000861	1
GC_00000862	1
GC_00000863	1
GC_00000864	1
GC_00000865	1
GC_00000866	1
GC_00000867	1
GC_00000868	1
GC_00000869	1
GC_00000870	1
GC_00000871	1
GC_00000872	1
GC_00000873	1
GC_00000874	1
GC_00000875	1
GC_00000876	1
GC_00000877	1
GC_00000878	1
GC_00000879	1
GC_00000880	1
GC_00000881	1
GC_00000882	1
GC_00000883	1
GC_00000884	1
GC_00000885	1
GC_00000886	1
GC_00000887	1
GC_00000888	1
GC_00000889	1
GC_00000890	1
GC_00000891	1
GC_00000892	1
GC_00000893	1
GC_00000894	1
GC_00000895	1
GC_00000896	1
GC_00000897	1
GC_00000898	1
GC_00000899	1
GC_00000900	1
GC_00000901	1
GC_00000902	1
GC_00000903	1
GC_00000904	1
GC_00000905	1
GC_00000906	1
GC_00000907	1
GC_00000908	1
GC_00000909	1
GC_00000910	1
GC_00000911	1
GC_00000912	1
GC_00000913	1
GC_00000914	1
GC_00000915	1
GC_00000916	1
GC_00000917	1
GC_00000918	1
GC_00000919	1
GC_00000920	1
GC_00000921	1
GC_00000922	1
GC_00000923	1
GC_00000924	1
GC_00000925	1
GC_00000926	1
GC_00000927	1
GC_00000928	1
GC_00000929	1
GC_00000930	1
GC_00000931	1
GC_00000932	1
GC_00000933	1
GC_00000934	1
GC_00000935	1
GC_00000936	1
GC_00000937	1
GC_00000938	1
GC_00000939	1
GC_00000940	1
GC_00000941	1
GC_00000942	1
GC_00000943	1
GC_00000944	1
GC_00000945	1
GC_00000946	1
GC_00000947	1
GC_00000948	1
GC_00000949	1
GC_00000950	1
GC_00000951	1
GC_00000952	1
GC_00000953	1
GC_00000954	1
GC_00000955	1
GC_00000956	1
GC_00000957	1
GC_00000958	1
GC_00000959	1
GC_00000960	1
GC_00000961	1
GC_00000962	1
GC_00000963	1
GC_00000964	1
GC_00000965	1
GC_00000966	1
GC_00000967	1
GC_00000968	1
GC_00000969	1
GC_00000970	1
GC_00000971	1
GC_00000972	1
GC_00000973	1
GC_00000974	1
GC_00000975	1
GC_00000976	1
GC_00000977	1
GC_00000978	1
GC_00000979	1
GC_00000980	1
GC_00000981	1
GC_00000982	1
GC_00000983	1
GC_00000984	1
GC_00000985	1
GC_00000986	1
GC_00000987	1
GC_00000988	1
GC_00000989	1
GC_00000990	1
GC_00000991	1
GC_00000992	1
GC_00000993	1
GC_00000994	1
GC_00000995	1
GC_00000996	1
GC_00000997	1
GC_00000998	1
GC_00000999	1
GC_00001000	1
GC_00001001	1
GC_00001002	1
GC_00001003	1
GC_00001004	1
GC_00001005	1
GC_00001006	1
GC_00001007	1
GC_00001008	1
GC_00001009	1
GC_00001010	1
GC_00001011	1
GC_00001012	1
GC_00001013	1
GC_00001014	1
GC_00001015	1
GC_00001016	1
GC_00001017	1
GC_00001018	1
GC_00001019	1
GC_00001020	1
GC_00001021	1
GC_00001022	1
GC_00001023	1
GC_00001024	1
GC_00001025	1
GC_00001026	1
GC_00001027	1
GC_00001028	1
GC_00001029	1
GC_00001030	1
GC_00001031	1
GC_00001032	1
GC_00001033	1
GC_00001034	1
GC_00001035	1
GC_00001036	1
GC_00001037	1
GC_00001038	1
GC_00001039	1
GC_00001040	1
GC_00001041	1
GC_00001042	1
GC_00001043	1
GC_00001044	1
GC_00001045	1
GC_00001046	1
GC_00001047	1
GC_00001048	1
GC_00001049	1
GC_00001050	1
GC_00001051	1
GC_00001052	1
GC_00001053	1
GC_00001054	1
GC_00001055	1
GC_00001056	1
GC_00001057	1
GC_00001058	1
GC_00001059	1
GC_00001060	1
GC_00001061	1
GC_00001062	1
GC_00001063	1
GC_00001064	1
GC_00001065	1
GC_00001066	1
GC_00001067	1
GC_00001068	1
GC_00001069	1
GC_00001070	1
GC_00001071	1
GC_00001072	1
GC_00001073	1
GC_00001074	1
GC_00001075	1
GC_00001076	1
GC_00001077	1
GC_00001078	1
GC_00001079	1
GC_00001080	1
GC_00001081	1
GC_00001082	1
GC_00001083	1
GC_00001084	1
GC_00001085	1
GC_00001086	1
GC_00001087	1
GC_00001088	1
GC_00001089	1
GC_00001090	1
GC_00001091	1
GC_00001092	1
GC_00001093	1
GC_00001094	1
GC_00001095	1
GC_00001096	1
GC_00001097	1
GC_00001098	1
GC_00001099	1
GC_00001100	1
GC_00001101	1
GC_00001102	1
GC_00001103	1
GC_00001104	1
GC_00001105	1
GC_00001106	1
GC_00001107	1
GC_00001108	1
GC_00001109	1
GC_00001110	1
GC_00001111	1
GC_00001112	1
GC_00001113	1
GC_00001114	1
GC_00001115	1
GC_00001116	1
GC_00001117	1
GC_00001118	1
GC_00001119	1
GC_00001120	1
GC_00001121	1
GC_00001122	1
GC_00001123	1
GC_00001124	1
GC_00001125	1
GC_00001126	1
GC_00001127	1
GC_00001128	1
GC_00001129	1
GC_00001130	1
GC_00001131	1
GC_00001132	1
GC_00001133	1
GC_00001134	1
GC_00001135	1
GC_00001136	1
GC_00001137	1
GC_00001138	1
GC_00001139	1
GC_00001140	1
GC_00001141	1
GC_00001142	1
GC_00001143	1
GC_00001144	1
GC_00001145	1
GC_00001146	1
GC_00001147	1
GC_00001148	1
GC_00001149	1
GC_00001150	1
GC_00001151	1
GC_00001152	1
GC_00001153	1
GC_00001154	1
GC_00001155	1
GC_00001156	1
GC_00001157	1
GC_00001158	1
GC_00001159	1
GC_00001160	1
GC_00001161	1
GC_00001162	1
GC_00001163	1
GC_00001164	1
GC_00001165	1
GC_00001166	1
GC_00001167	1
GC_00001168	1
GC_00001169	1
GC_00001170	1
GC_00001171	1
GC_00001172	1
GC_00001173	1
GC_00001174	1
GC_00001175	1
GC_00001176	1
GC_00001177	1
GC_00001178	1
GC_00001179	1
GC_00001180	1
GC_00001181	1
GC_00001182	1
GC_00001183	1
GC_00001184	1
GC_00001185	1
GC_00001186	1
GC_00001187	1
GC_00001188	1
GC_00001189	1
GC_00001190	1
GC_00001191	1
GC_00001192	1
GC_00001193	1
GC_00001194	1
GC_00001195	1
GC_00001196	1
GC_00001197	1
GC_00001198	1
GC_00001199	1
GC_00001200	1
GC_00001201	1
GC_00001202	1
GC_00001203	1
GC_00001204	1
GC_00001205	1
GC_00001206	1
GC_00001207	1
GC_00001208	1
GC_00001209	1
GC_00001210	1
GC_00001211	1
GC_00001212	1
GC_00001213	1
GC_00001214	1
GC_00001215	1
GC_00001216	1
GC_00001217	1
GC_00001218	1
GC_00001219	1
GC_00001220	1
GC_00001221	1
GC_00001222	1
GC_00001223	1
GC_00001224	1
GC_00001225	1
GC_00001226	1
GC_00001227	1
GC_00001228	1
GC_00001229	1
GC_00001230	1
GC_00001231	1
GC_00001232	1
GC_00001233	1
GC_00001234	1
GC_00001235	1
GC_00001236	1
GC_00001237	1
GC_00001238	1
GC_00001239	1
GC_00001240	1
GC_00001241	1
GC_00001242	1
GC_00001243	1
GC_00001244	1
GC_00001245	1
GC_00001246	1
GC_00001247	1
GC_00001248	1
GC_00001249	1
GC_00001250	1
GC_00001251	1
GC_00001252	1
GC_00001253	1
GC_00001254	1
GC_00001255	1
GC_00001256	1
GC_00001257	1
GC_00001258	1
GC_00001259	1
GC_00001260	1
GC_00001261	1
GC_00001262	1
GC_00001263	1
GC_00001264	1
GC_00001265	1
GC_00001266	1
GC_00001267	1
GC_00001268	1
GC_00001269	1
GC_00001270	1
GC_00001271	1
GC_00001272	1
GC_00001273	1
GC_00001274	1
GC_00001275	1
GC_00001276	1
GC_00001277	1
GC_00001278	1
GC_00001279	1
GC_00001280	1
GC_00001281	1
GC_00001282	1
GC_00001283	1
GC_00001284	1
GC_00001285	1
GC_00001286	1
GC_00001287	1
GC_00001288	1
GC_00001289	1
GC_00001290	1
GC_00001291	1
GC_00001292	1
GC_00001293	1
GC_00001294	1
GC_00001295	1
GC_00001296	1
GC_00001297	1
GC_00001298	1
GC_00001299	1
GC_00001300	1
GC_00001301	1
GC_00001302	1
GC_00001303	1
GC_00001304	1
GC_00001305	1
GC_00001306	1
GC_00001307	1
GC_00001308	1
GC_00001309	1
GC_00001310	1
GC_00001311	1
GC_00001312	1
GC_00001313	1
GC_00001314	1
GC_00001315	1
GC_00001316	1
GC_00001317	1
GC_00001318	1
GC_00001319	1
GC_00001320	1
GC_00001321	1
GC_00001322	1
GC_00001323	1
GC_00001324	1
GC_00001325	1
GC_00001326	1
GC_00001327	1
GC_00001328	1
GC_00001329	1
GC_00001330	1
GC_00001331	1
GC_00001332	1
GC_00001333	1
GC_00001334	1
GC_00001335	1
GC_00001336	1
GC_00001337	1
GC_00001338	1
GC_00001339	1
GC_00001340	1
GC_00001341	1
GC_00001342	1
GC_00001343	1
GC_00001344	1
GC_00001345	1
GC_00001346	1
GC_00001347	1
GC_00001348	1
GC_00001349	1
GC_00001350	1
GC_00001351	1
GC_00001352	1
GC_00001353	1
GC_00001354	1
GC_00001355	1
GC_00001356	1
GC_00001357	1
GC_00001358	1
GC_00001359	1
GC_00001360	1
GC_00001361	1
GC_00001362	1
GC_00001363	1
GC_00001364	1
GC_00001365	1
GC_00001366	1
GC_00001367	1
GC_00001368	1
GC_00001369	1
GC_00001370	1
GC_00001371	1
GC_00001372	1
GC_00001373	1
GC_00001374	1
GC_00001375	1
GC_00001376	1
GC_00001377	1
GC_00001378	1
GC_00001379	1
GC_00001380	1
GC_00001381	1
GC_00001382	1
GC_00001383	1
GC_00001384	1
GC_00001385	1
GC_00001386	1
GC_00001387	1
GC_00001388	1
GC_00001389	1
GC_00001390	1
GC_00001391	1
GC_00001392	1
GC_00001393	1
GC_00001394	1
GC_00001395	1
GC_00001396	1
GC_00001397	1
GC_00001398	1
GC_00001399	1
GC_00001400	1
GC_00001401	1
GC_00001402	1
GC_00001403	1
GC_00001404	1
GC_00001405	1
GC_00001406	1
GC_00001407	1
GC_00001408	1
GC_00001409	1
GC_00001410	1
GC_00001411	1
GC_00001412	1
GC_00001413	1
GC_00001414	1
GC_00001415	1
GC_00001416	1
GC_00001417	1
GC_00001418	1
GC_00001419	1
GC_00001420	1
GC_00001421	1
GC_00001422	1
GC_00001423	1
GC_00001424	1
GC_00001425	1
GC_00001426	1
GC_00001427	1
GC_00001428	1
GC_00001429	1
GC_00001430	1
GC_00001431	1
GC_00001432	1
GC_00001433	1
GC_00001434	1
GC_00001435	1
GC_00001436	1
GC_00001437	1
GC_00001438	1
GC_00001439	1
GC_00001440	1
GC_00001441	1
GC_00001442	1
GC_00001443	1
GC_00001444	1
GC_00001445	1
GC_00001446	1
GC_00001447	1
GC_00001448	1
GC_00001449	1
GC_00001450	1
GC_00001451	1
GC_00001452	1
GC_00001453	1
GC_00001454	1
GC_00001455	1
GC_00001456	1
GC_00001457	1
GC_00001458	1
GC_00001459	1
GC_00001460	1
GC_00001461	1
GC_00001462	1
GC_00001463	1
GC_00001464	1
GC_00001465	1
GC_00001466	1
GC_00001467	1
GC_00001468	1
GC_00001469	1
GC_00001470	1
GC_00001471	1
GC_00001472	1
GC_00001473	1
GC_00001474	1
GC_00001475	1
GC_00001476	1
GC_00001477	1
GC_00001478	1
GC_00001479	1
GC_00001480	1
GC_00001481	1
GC_00001482	1
GC_00001483	1
GC_00001484	1
GC_00001485	1
GC_00001486	1
GC_00001487	1
GC_00001488	1
GC_00001489	1
GC_00001490	1
GC_00001491	1
GC_00001492	1
GC_00001493	1
GC_00001494	1
GC_00001495	1
GC_00001496	1
GC_00001497	1
GC_00001498	1
GC_00001499	1
GC_00001500	1
GC_00001501	1
GC_00001502	1
GC_00001503	1
GC_00001504	1
GC_00001505	1
GC_00001506	1
GC_00001507	1
GC_00001508	1
GC_00001509	1
GC_00001510	1
GC_00001511	1
GC_00001512	1
GC_00001513	1
GC_00001514	1
GC_00001515	1
GC_00001516	1
GC_00001517	1
GC_00001518	1
GC_00001519	1
GC_00001520	1
GC_00001521	1
GC_00001522	1
GC_00001523	1
GC_00001524	1
GC_00001525	1
GC_00001526	1
GC_00001527	1
GC_00001528	1
GC_00001529	1
GC_00001530	1
GC_00001531	1
GC_00001532	1
GC_00001533	1
GC_00001534	1
GC_00001535	1
GC_00001536	1
GC_00001537	1
GC_00001538	1
GC_00001539	1
GC_00001540	1
GC_00001541	1
GC_00001542	1
GC_00001543	1
GC_00001544	1
GC_00001545	1
GC_00001546	1
GC_00001547	1
GC_00001548	1
GC_00001549	1
GC_00001550	1
GC_00001551	1
GC_00001552	1
GC_00001553	1
GC_00001554	1
