layers	Hv98_231	b1_3	AV040	ZfB1	Hm21	C4	Hv98_241	ANYA_18196	KMM366	ANYA_14430	AV183026	FDAARGOS_632	Hm22	KMM358	ANYA_13997	Ho04_635	FC951	AV0110	Hv98_232	Hv98_225	AV1708_29120	D3	KMM289	Hv98_571
FDAARGOS_632	0.965137483358935	0.9582853459764223	0.962848531626506	0.961474369007515	0.9653127955067654	0.9616167080902867	0.965487869520897	0.9650627966950426	0.9612337419520991	0.9626907943078912	0.9628266076014381	1.0	0.964199744310918	0.9612445351532322	0.9635358016657992	0.9655107862595421	0.9630928810020878	0.9659052981764416	0.965162703950744	0.9651151746670017	0.9598447439836149	0.9635139341733094	0.9634037741116751	0.9642690692307693
Hm21	0.9766747586364677	0.9580833640789138	0.9622925893545898	0.9618944884318766	1.0	0.9620392106549365	0.9698196885893563	0.9652609104898693	0.961748074826561	0.9624841937888199	0.9625197722722724	0.9653541014529696	0.9654458733880423	0.9617767789890982	0.9627582585818091	0.9732073311748383	0.9628058798955614	0.965207692504477	0.9766801809851088	0.9651020451662015	0.9593727164333852	0.9627880102564104	0.963490528028028	0.9654821863207548
Hm22	0.9651371868439469	0.9563271616161616	0.9614102093973442	0.9602904393939393	0.9647312103544776	0.9603142175387598	0.9649759112627987	0.9625614483821263	0.9582371782907663	0.962365557486963	0.9612979749687108	0.9636827358490567	1.0	0.9583101227897839	0.9609824225142575	0.964801311782619	0.960671198217095	0.9633106086956521	0.9651101098901098	0.9631947463054188	0.9586372538860103	0.9622051385325807	0.9609738480452422	0.9998901179879941
Ho04_635	0.9750689134948095	0.9578704038065843	0.9623953338489303	0.9616761717537508	0.9727355450564646	0.9619466840148698	0.9694811554524363	0.964883336768874	0.961105591908092	0.9625317775000001	0.9620018292373956	0.965437334521385	0.9651832187426419	0.9611395655430711	0.9623411962804725	1.0	0.9622954555001312	0.9650891330953595	0.9750547941720629	0.9647173771730916	0.9595951123301986	0.9626052635638983	0.9626213197211155	0.9652205621162021
Hv98_225	0.964766378878879	0.9568203148806501	0.9617293340060544	0.9598903830119855	0.9643769927080713	0.9599826529071231	0.9633410413552567	0.9639261661993372	0.9589692933673469	0.9621171358597576	0.9611533069053709	0.9648040080260849	0.963463788027478	0.9590245447589902	0.9621259718969555	0.964597614289283	0.9613862032648762	0.9645015672016048	0.9647585434455047	1.0	0.9590699304303015	0.9620779245767059	0.9620144695827049	0.9635771042281219
Hv98_231	1.0	0.9582644094081159	0.9622102442827442	0.9619068018720749	0.9766128047662694	0.962139422123016	0.9699661479234719	0.9650901164294954	0.9619178158618964	0.9630055918572505	0.9621524259306153	0.965167457106274	0.9657327777777778	0.961972423711856	0.9628743855664901	0.9753756584124045	0.9624972160591654	0.9650844398766703	0.9999236711962576	0.9650544888663967	0.9597711758530183	0.9631297179089026	0.9631448214285716	0.9657821313799622
Hv98_232	0.999916447251773	0.9585026756546537	0.9624344274214491	0.9619217955371044	0.9766056094214498	0.9621750681536555	0.9699977323680523	0.9648917498061514	0.9619481463902073	0.9631038376476503	0.9621693816523061	0.9652733888746475	0.9659472395096653	0.9619745379620379	0.962780752145381	0.9753301987979659	0.9624988173178458	0.9653262143407862	1.0	0.965168492525969	0.9597528398632659	0.9631731962761834	0.9632385678391959	0.96598273286052
Hv98_241	0.9694458084663429	0.957674700050839	0.9626626651186792	0.9609001798561151	0.9692662615740741	0.9607195680819911	1.0	0.9649452737603308	0.9609470083785117	0.9626768600000002	0.9623856040609137	0.9656084248149094	0.9653958655156747	0.9609841093865485	0.9628928503024193	0.9690661100875171	0.9623266297468355	0.9647126879795397	0.9694382896263635	0.9633407778889445	0.959436573444851	0.9629950701663202	0.9618189350713233	0.9654933553380377
Hv98_571	0.9650940136054422	0.9565110452695831	0.9613096816431322	0.9603456630185798	0.964799383819379	0.9602067235911199	0.9652251153231332	0.9625631900569652	0.958533536977492	0.9624521918837676	0.9614632676269902	0.9638163622370446	0.9999427526926263	0.9585949171407372	0.9612737712287713	0.9649942998585573	0.9608541424802112	0.9634232594692091	0.9650863741176471	0.9633234399801588	0.9590260502223386	0.962389182194617	0.9607741340920337	1.0
KMM289	0.9631848380667662	0.9565064499874025	0.9615721423086768	0.9596544605597964	0.9631298356982824	0.9595350679180044	0.9617660485056345	0.9635953710886993	0.9596711492573654	0.9621230521155831	0.9610654013292433	0.9641674439918532	0.9610654042136209	0.9596789654333009	0.9618326928004101	0.9630129041095891	0.9611680369214767	0.9637910523652922	0.963090501747379	0.9622281942683237	0.9586903981264636	0.9619414751154439	1.0	0.9610788916195625
KMM358	0.9618874240159442	0.956315705927245	0.9598401877089227	0.958623858488165	0.9617808788480636	0.9596270494221786	0.9614289126691268	0.9619507904222452	0.9998605259835894	0.9602690468909277	0.959670397584298	0.9610062577002053	0.9592752463054187	1.0	0.9604625801526717	0.9618172702366128	0.9585492375979112	0.9615586281034042	0.9619222732950289	0.9598777232028652	0.9578623387096774	0.9599858047901109	0.9602252281044158	0.9593154959188722
KMM366	0.9618093984588615	0.9562248640406605	0.9599020261941448	0.9588565243902442	0.9618387215064421	0.9594417039037565	0.9613571761530914	0.9621775610382934	1.0	0.9601897506995674	0.9595782679738563	0.9610197794306231	0.9591868281288418	0.9998407166876839	0.9606093068297656	0.9616874408762758	0.9588701515547424	0.9616242020460358	0.9618629265255293	0.9598740353121801	0.957568792834891	0.9600865792181071	0.9605252102689487	0.9592753732081067
ZfB1	0.9618308074055026	0.9558112657563025	0.9612820607318971	1.0	0.9614998236647074	0.959887637046308	0.9609924784154393	0.962776665797026	0.9584153036437247	0.96199948346056	0.9618116917581016	0.961578812903226	0.9607389353707416	0.9584424032380472	0.9617409646220414	0.9618144900051254	0.9612039958911146	0.9616448889469559	0.9618048209224427	0.9608862114882507	0.9572365279958136	0.9613916980159753	0.9599933112919634	0.9608437889447237
b1_3	0.9584738473439918	1.0	0.9575059341211969	0.9557446416291987	0.958188411311054	0.9553970607594938	0.9579180975361951	0.9586378055122207	0.9565430015313936	0.9582287284144426	0.9568178029121164	0.9584539784946238	0.9568767534108136	0.9566434831460674	0.9578533202409006	0.9585053448275863	0.9566989355442631	0.9586056311912624	0.9585172229398089	0.9573926400613968	0.9589039887926643	0.9565776764554355	0.9569905287123704	0.9569353478923311
