layers	Hv98_231	b1_3	AV040	ZfB1	Hm21	C4	Hv98_241	ANYA_18196	KMM366	ANYA_14430	AV183026	FDAARGOS_632	Hm22	KMM358	ANYA_13997	Ho04_635	FC951	AV0110	Hv98_232	Hv98_225	AV1708_29120	D3	KMM289	Hv98_571
FDAARGOS_632	0.8680177208030917	0.8664155269659153	0.8856039299673161	0.8555513418839205	0.8708209571951853	0.8754789154447628	0.8716719240136173	0.8876423484229056	0.8624947664006208	0.8585737866269754	0.8645759304846478	1.0	0.8689000344157111	0.8624386490627747	0.8530773564349707	0.8732427710566062	0.8501467599909687	0.9025279107032862	0.8658232260016178	0.8830512487203712	0.867063287643006	0.8638806015953984	0.8755527886590367	0.8655731092731709
Hm21	0.9315034152317658	0.827822600946531	0.82582590709227	0.8249630785755043	1.0	0.8684636491793374	0.9155424512469372	0.8287099738193535	0.8570387758869533	0.854845936965059	0.8487539019232706	0.8340480565904743	0.9067394186553889	0.8570347900513543	0.8473561323129594	0.9207028496626725	0.8119054811532911	0.8307234501392945	0.9295358809116235	0.8362950189641862	0.8191836169570034	0.827946581411741	0.849163813647501	0.901300431309368
Hm22	0.878221774916301	0.8097602188100034	0.8025415917031157	0.8082730935271075	0.8782400442686707	0.8433654745372932	0.899522621822579	0.7970272921795195	0.8322059451314511	0.8247120597821928	0.8183135236039017	0.8039972531013748	1.0	0.8322506035483548	0.8251391566420362	0.8741489272946763	0.7791649403820284	0.8010816674559703	0.8758839067913882	0.8299833769192716	0.7904245452402958	0.7971612674302309	0.8327059164079692	0.9932273480837378
Ho04_635	0.9345155346802345	0.8340156428616453	0.8343817134231836	0.8302797639430506	0.9344778415508614	0.8670533513238168	0.9286592575177562	0.8352982740379947	0.8605714108048527	0.8596740161880279	0.8490200638185141	0.8456157566650823	0.913584987146004	0.8607888384042305	0.855494550893817	1.0	0.8174851825540013	0.8442485821420601	0.9315271296831051	0.8528170609751319	0.8229545195126896	0.835615151871368	0.862733974244306	0.9106500339877031
Hv98_225	0.8260859279471131	0.8135908033908402	0.82072808272044	0.791874301597829	0.8223322477071014	0.8206854997309249	0.8294557441367132	0.8121857704517664	0.8103828848473678	0.8020896933531039	0.8085149933266078	0.8259608532725953	0.8424884017925176	0.8103950220279542	0.794554149928329	0.8272208571894075	0.7836689503766229	0.8261278937918527	0.8231250730287984	1.0	0.8022534424335582	0.8056572015858152	0.8220709897521052	0.8401675260064808
Hv98_231	1.0	0.8495782563868665	0.8462295063417131	0.8446085537725827	0.9630320974286283	0.8864386612311406	0.9444284624386838	0.8499821344870552	0.8790058679832164	0.8754549612812337	0.868745710427236	0.8590987686505293	0.9359350539642942	0.8793072533112128	0.8712590682166649	0.9528624642744142	0.8303596647637683	0.8564783483474727	0.9929227761570911	0.8686828220808165	0.8372055726473556	0.8493016782266618	0.8751342089538208	0.9320294482842362
Hv98_232	0.9978163002647074	0.8470143861763677	0.84647429156173	0.8459553386652601	0.9641839678209972	0.8864992693029881	0.9431316115547118	0.8504334597114046	0.8796345316183113	0.8751104218862554	0.8679852269519854	0.8581028904216029	0.9334192805931015	0.8798394101242676	0.8707787671762838	0.9533304199900394	0.83107200498683	0.8558827920581245	1.0	0.8676944738382135	0.8358709570550676	0.8499517772665502	0.8749665710203712	0.9301665073772609
Hv98_241	0.895098710674254	0.8123991306185782	0.8027461868301659	0.8038437685865916	0.894655499828778	0.8465681471492776	1.0	0.8015310436017886	0.8383341334613538	0.8276378828121032	0.8156183487651539	0.8114959144316333	0.9093775140541258	0.8384387918449204	0.8203701670765616	0.8992438790206433	0.7836246290874117	0.8091192884376859	0.8918217358463361	0.8257714408366772	0.791690493004478	0.7964756954969451	0.8401512160034342	0.9069330956434258
Hv98_571	0.8732242303950248	0.8038017516085083	0.7981014774175905	0.8031874795614569	0.8709243617697202	0.8370698168463094	0.8955175586865127	0.7909008214367149	0.8259930393320745	0.8178468344703181	0.8110606295436453	0.7988729690275432	0.9929103106009398	0.825993850787883	0.8186883141437559	0.868850280723137	0.7747086265055548	0.7948087926105588	0.8701863427118691	0.8250691968940718	0.7829672179967915	0.7913051292933112	0.8271187314024472	1.0
KMM289	0.856485673465094	0.8460187110472001	0.8348474016849935	0.8379407517939133	0.8570515121955744	0.8639098823818606	0.8703491440002648	0.8258159071940154	0.8766935369790578	0.8272064706315152	0.8351153528870952	0.8397626513128449	0.8700712842958038	0.8769161620533452	0.8327035812489815	0.856850601498798	0.8204389635200566	0.8449302515220619	0.854359140203411	0.8412052870925313	0.8196083358754616	0.8316981844883028	1.0	0.8666701381561458
KMM358	0.8374889325525571	0.8191963213073087	0.8118147231441801	0.8187722882871808	0.8404035408407114	0.848623511682254	0.847742240721648	0.8106236770881307	0.9996675383130127	0.8186809231957818	0.8299159420534954	0.8127774595926024	0.8458811152480913	1.0	0.8202128868502122	0.8373272390273722	0.7974301866549631	0.8153175328785428	0.835049711478116	0.813841048252524	0.8015156293085188	0.8097805608496664	0.8552486151382676	0.8419051869591697
KMM366	0.8281158544874931	0.8091898587027222	0.8017745397886524	0.8087907632918513	0.8311026593064328	0.8386380528214274	0.8385082094394104	0.8009881529107304	1.0	0.8091857883772671	0.8195468018231802	0.8024935627802928	0.835886105781246	0.9871359399154838	0.808013738162476	0.8269438042727021	0.7861316685159512	0.8048659519717878	0.8261443923533238	0.8027288275915966	0.7924465749432393	0.7998846876798575	0.8425219573706675	0.8312561105760894
ZfB1	0.8337297137592082	0.8153593116925539	0.826627765138177	1.0	0.8383317594854844	0.8559096129522902	0.8434281398901342	0.8227320937397787	0.8469220184391717	0.8424095430152887	0.8408772965390418	0.8309835986588227	0.8545516252870973	0.8470574351522685	0.8419880107390972	0.8362727037899488	0.8350199930678529	0.8203714280923458	0.8318217814174734	0.8195067138460194	0.8189697165354631	0.8322034103362006	0.843090022611195	0.8516454722530518
b1_3	0.8289586775740604	1.0	0.8514176812402968	0.8073744005689637	0.8319691334663651	0.8440278804050863	0.8417387831378085	0.8232775024322055	0.8378248308562104	0.8175692498991473	0.823002920762034	0.8363571516361408	0.8456006960581877	0.8374992675354137	0.8167264660979427	0.8310203670636537	0.7991274310684717	0.8428159556066172	0.8273884004263843	0.8348619719406303	0.8401325438299404	0.830307258581259	0.8456624663568703	0.8410764447639201
