gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
64	c_1	68345	69167	r	0	1	Prodigal	002006
65	c_1	69169	69967	r	0	1	Prodigal	002006
66	c_1	69959	70730	r	0	1	Prodigal	002006
67	c_1	70836	71379	f	0	1	Prodigal	002006
68	c_1	71595	71877	f	0	1	Prodigal	002006
69	c_1	71948	72908	r	0	1	Prodigal	002006
70	c_1	72995	73403	f	0	1	Prodigal	002006
71	c_1	73490	74192	f	0	1	Prodigal	002006
72	c_1	74304	75324	f	0	1	Prodigal	002006
73	c_1	75413	75845	r	0	1	Prodigal	002006
74	c_1	75853	76876	r	0	1	Prodigal	002006
75	c_1	76930	77869	r	0	1	Prodigal	002006
76	c_1	78679	80683	f	0	1	Prodigal	002006
77	c_1	80826	82392	f	0	1	Prodigal	002006
78	c_1	82463	83189	f	0	1	Prodigal	002006
79	c_1	83380	84145	f	0	1	Prodigal	002006
80	c_1	84180	84693	f	0	1	Prodigal	002006
81	c_1	84838	86062	r	0	1	Prodigal	002006
82	c_1	86157	87033	f	0	1	Prodigal	002006
83	c_1	87096	88053	f	0	1	Prodigal	002006
84	c_1	88132	88726	r	0	1	Prodigal	002006
85	c_1	88974	89667	f	0	1	Prodigal	002006
86	c_1	89761	91432	f	0	1	Prodigal	002006
87	c_1	91524	91809	f	0	1	Prodigal	002006
88	c_1	91967	92252	f	0	1	Prodigal	002006
89	c_1	92261	93428	f	0	1	Prodigal	002006
90	c_1	93446	94148	f	0	1	Prodigal	002006
91	c_1	94122	94713	r	0	1	Prodigal	002006
92	c_1	94714	95338	f	0	1	Prodigal	002006
93	c_1	95358	96066	f	0	1	Prodigal	002006
94	c_1	96127	96799	f	0	1	Prodigal	002006
95	c_1	96800	97031	f	0	1	Prodigal	002006
96	c_1	97027	97603	f	0	1	Prodigal	002006
97	c_1	97672	98077	r	0	1	Prodigal	002006
98	c_1	98639	100220	f	0	1	Prodigal	002006
99	c_1	100311	100893	f	0	1	Prodigal	002006
100	c_1	100973	102311	r	0	1	Prodigal	002006
101	c_1	102469	102925	f	0	1	Prodigal	002006
102	c_1	103447	104155	r	0	1	Prodigal	002006
103	c_1	104166	106719	r	0	1	Prodigal	002006
104	c_1	106869	107052	r	0	1	Prodigal	002006
105	c_1	107106	108432	r	0	1	Prodigal	002006
106	c_1	108453	109164	r	0	1	Prodigal	002006
107	c_1	110008	110863	f	0	1	Prodigal	002006
108	c_1	110980	111199	r	0	1	Prodigal	002006
109	c_1	111428	111746	f	0	1	Prodigal	002006
110	c_1	111805	114061	f	0	1	Prodigal	002006
111	c_1	114129	114348	r	0	1	Prodigal	002006
112	c_1	114416	115133	r	0	1	Prodigal	002006
113	c_1	115129	115837	r	0	1	Prodigal	002006
114	c_1	115856	116327	f	0	1	Prodigal	002006
115	c_1	116435	117683	r	0	1	Prodigal	002006
116	c_1	117745	118696	r	0	1	Prodigal	002006
117	c_1	118880	119996	r	0	1	Prodigal	002006
118	c_1	120146	120638	f	0	1	Prodigal	002006
119	c_1	120840	123357	f	0	1	Prodigal	002006
120	c_1	123425	124046	f	0	1	Prodigal	002006
121	c_1	124122	125460	f	0	1	Prodigal	002006
122	c_1	125506	125665	f	0	1	Prodigal	002006
123	c_1	125766	127062	f	0	1	Prodigal	002006
124	c_1	127249	127738	f	0	1	Prodigal	002006
125	c_1	127759	129280	f	0	1	Prodigal	002006
126	c_1	129485	130244	f	0	1	Prodigal	002006
127	c_1	130547	131192	f	0	1	Prodigal	002006
128	c_1	131290	132265	f	0	1	Prodigal	002006
129	c_1	132299	132692	f	0	1	Prodigal	002006
130	c_1	132878	134183	f	0	1	Prodigal	002006
131	c_1	134363	134726	f	0	1	Prodigal	002006
132	c_1	134901	135396	f	0	1	Prodigal	002006
133	c_1	135358	137062	r	0	1	Prodigal	002006
134	c_1	137188	138463	f	0	1	Prodigal	002006
135	c_1	138547	140545	r	0	1	Prodigal	002006
136	c_1	140740	141292	r	0	1	Prodigal	002006
137	c_1	141536	142307	f	0	1	Prodigal	002006
138	c_1	142319	142781	r	0	1	Prodigal	002006
139	c_1	142821	143007	f	0	1	Prodigal	002006
140	c_1	142928	143876	r	0	1	Prodigal	002006
141	c_1	144169	145813	r	0	1	Prodigal	002006
142	c_1	145982	146735	f	0	1	Prodigal	002006
143	c_1	146731	147658	f	0	1	Prodigal	002006
144	c_1	147883	148972	f	0	1	Prodigal	002006
145	c_1	149199	150483	f	0	1	Prodigal	002006
146	c_1	150703	151759	f	0	1	Prodigal	002006
147	c_1	151885	153481	r	0	1	Prodigal	002006
148	c_1	153635	155099	f	0	1	Prodigal	002006
149	c_1	155198	156587	r	0	1	Prodigal	002006
150	c_1	156769	157246	r	0	1	Prodigal	002006
151	c_1	157596	158205	f	0	1	Prodigal	002006
152	c_1	158409	159399	f	0	1	Prodigal	002006
153	c_1	159562	162217	r	0	1	Prodigal	002006
154	c_1	162303	164250	r	0	1	Prodigal	002006
155	c_1	164497	165217	f	0	1	Prodigal	002006
156	c_1	165313	166693	r	0	1	Prodigal	002006
157	c_1	166982	167534	f	0	1	Prodigal	002006
158	c_1	167978	169442	f	0	1	Prodigal	002006
159	c_1	169526	171116	f	0	1	Prodigal	002006
160	c_1	171495	171768	f	0	1	Prodigal	002006
161	c_1	172066	175909	f	0	1	Prodigal	002006
162	c_1	176227	177055	r	0	1	Prodigal	002006
163	c_1	177106	177871	r	0	1	Prodigal	002006
164	c_1	178189	179569	f	0	1	Prodigal	002006
165	c_1	179853	180501	f	0	1	Prodigal	002006
166	c_1	180832	183619	r	0	1	Prodigal	002006
167	c_1	183781	184249	f	0	1	Prodigal	002006
168	c_1	184382	184589	f	0	1	Prodigal	002006
169	c_1	184752	185670	f	0	1	Prodigal	002006
170	c_1	185773	187390	r	0	1	Prodigal	002006
171	c_1	187772	188807	f	0	1	Prodigal	002006
172	c_1	189046	192514	r	0	1	Prodigal	002006
173	c_1	192569	193145	r	0	1	Prodigal	002006
174	c_1	193221	194457	f	0	1	Prodigal	002006
175	c_1	194545	195244	f	0	1	Prodigal	002006
176	c_1	195243	196485	f	0	1	Prodigal	002006
177	c_1	196572	197163	r	0	1	Prodigal	002006
178	c_1	197255	197690	r	0	1	Prodigal	002006
179	c_1	198131	199442	f	0	1	Prodigal	002006
180	c_1	199528	200152	f	0	1	Prodigal	002006
181	c_1	200222	201497	f	0	1	Prodigal	002006
182	c_1	201638	203993	f	0	1	Prodigal	002006
183	c_1	204233	204506	f	0	1	Prodigal	002006
184	c_1	204656	206570	f	0	1	Prodigal	002006
185	c_1	206780	208373	r	0	1	Prodigal	002006
186	c_1	208435	209689	r	0	1	Prodigal	002006
187	c_1	209667	209871	r	0	1	Prodigal	002006
188	c_1	209831	210239	r	0	1	Prodigal	002006
189	c_1	210329	210545	r	0	1	Prodigal	002006
190	c_1	210556	210748	r	0	1	Prodigal	002006
191	c_1	210871	211930	r	0	1	Prodigal	002006
192	c_1	211941	213354	r	0	1	Prodigal	002006
193	c_1	213430	213928	r	0	1	Prodigal	002006
194	c_1	213924	214209	r	0	1	Prodigal	002006
195	c_1	214585	215779	f	0	1	Prodigal	002006
196	c_1	215790	216144	f	0	1	Prodigal	002006
197	c_1	217112	217751	r	0	1	Prodigal	002006
198	c_1	217842	218046	f	0	1	Prodigal	002006
199	c_1	218211	218496	f	0	1	Prodigal	002006
200	c_1	218500	218722	f	0	1	Prodigal	002006
201	c_1	218776	218929	f	0	1	Prodigal	002006
202	c_1	218925	219297	f	0	1	Prodigal	002006
203	c_1	219293	220109	f	0	1	Prodigal	002006
204	c_1	220086	220581	f	0	1	Prodigal	002006
205	c_1	221085	221688	r	0	1	Prodigal	002006
206	c_1	221684	222830	r	0	1	Prodigal	002006
207	c_1	223225	223906	r	0	1	Prodigal	002006
208	c_1	224325	225189	r	0	1	Prodigal	002006
209	c_1	225646	225937	f	0	1	Prodigal	002006
210	c_1	226041	227181	f	0	1	Prodigal	002006
211	c_1	227177	227672	f	0	1	Prodigal	002006
212	c_1	227736	228099	f	0	1	Prodigal	002006
213	c_1	228342	228927	r	0	1	Prodigal	002006
214	c_1	229013	229568	r	0	1	Prodigal	002006
215	c_1	230500	231559	r	0	1	Prodigal	002006
216	c_1	232292	232883	f	0	1	Prodigal	002006
217	c_1	232882	233218	f	0	1	Prodigal	002006
218	c_1	233229	233931	f	0	1	Prodigal	002006
219	c_1	233968	234556	r	0	1	Prodigal	002006
220	c_1	234545	235448	r	0	1	Prodigal	002006
221	c_1	235444	235981	r	0	1	Prodigal	002006
222	c_1	236163	237444	r	0	1	Prodigal	002006
223	c_1	237447	237870	r	0	1	Prodigal	002006
224	c_1	237993	239310	f	0	1	Prodigal	002006
225	c_1	239323	239956	f	0	1	Prodigal	002006
226	c_1	239994	240786	r	0	1	Prodigal	002006
227	c_1	241083	241494	f	0	1	Prodigal	002006
228	c_1	241528	242140	f	0	1	Prodigal	002006
229	c_1	242178	242475	f	0	1	Prodigal	002006
230	c_1	242471	242966	f	0	1	Prodigal	002006
231	c_1	243224	243473	f	0	1	Prodigal	002006
232	c_1	243730	244594	f	0	1	Prodigal	002006
233	c_1	244633	245326	f	0	1	Prodigal	002006
234	c_1	245383	247084	f	0	1	Prodigal	002006
235	c_1	247083	249210	f	0	1	Prodigal	002006
236	c_1	249482	250424	f	0	1	Prodigal	002006
237	c_1	250493	251711	f	0	1	Prodigal	002006
238	c_1	251773	252163	f	0	1	Prodigal	002006
239	c_1	252229	252673	f	0	1	Prodigal	002006
240	c_1	252672	253317	f	0	1	Prodigal	002006
241	c_1	253330	253996	f	0	1	Prodigal	002006
242	c_1	253992	255987	f	0	1	Prodigal	002006
243	c_1	256185	257796	f	0	1	Prodigal	002006
244	c_1	257792	259028	f	0	1	Prodigal	002006
245	c_1	259398	260034	f	0	1	Prodigal	002006
246	c_1	260042	260417	f	0	1	Prodigal	002006
247	c_1	260416	260656	f	0	1	Prodigal	002006
248	c_1	260667	262068	f	0	1	Prodigal	002006
249	c_1	262367	262838	f	0	1	Prodigal	002006
250	c_1	263053	271492	f	0	1	Prodigal	002006
251	c_1	271553	271760	f	0	1	Prodigal	002006
252	c_1	272430	274098	r	0	1	Prodigal	002006
253	c_1	274094	274406	r	0	1	Prodigal	002006
254	c_1	274511	275138	r	0	1	Prodigal	002006
255	c_1	275140	276928	r	0	1	Prodigal	002006
256	c_1	277096	277903	f	0	1	Prodigal	002006
257	c_1	277930	278476	f	0	1	Prodigal	002006
258	c_1	278506	278656	f	0	1	Prodigal	002006
259	c_1	278757	279840	r	0	1	Prodigal	002006
260	c_1	280135	280285	f	0	1	Prodigal	002006
261	c_1	280533	281574	r	0	1	Prodigal	002006
262	c_1	281712	283053	r	0	1	Prodigal	002006
263	c_1	283253	284753	r	0	1	Prodigal	002006
264	c_1	285101	285539	f	0	1	Prodigal	002006
265	c_1	285570	286392	f	0	1	Prodigal	002006
266	c_1	287235	289020	r	0	1	Prodigal	002006
267	c_1	289016	289622	r	0	1	Prodigal	002006
268	c_1	290514	291111	r	0	1	Prodigal	002006
269	c_1	291334	294337	r	0	1	Prodigal	002006
270	c_1	294389	295151	r	0	1	Prodigal	002006
271	c_1	295187	295598	r	0	1	Prodigal	002006
272	c_1	295600	296569	r	0	1	Prodigal	002006
273	c_1	296565	298536	r	0	1	Prodigal	002006
274	c_1	298532	299387	r	0	1	Prodigal	002006
275	c_1	299398	301000	r	0	1	Prodigal	002006
276	c_1	300996	302139	r	0	1	Prodigal	002006
277	c_1	302459	303617	f	0	1	Prodigal	002006
278	c_1	303757	304540	f	0	1	Prodigal	002006
279	c_1	304558	305671	f	0	1	Prodigal	002006
280	c_1	305722	306625	f	0	1	Prodigal	002006
281	c_1	306677	307457	f	0	1	Prodigal	002006
282	c_1	307823	309260	f	0	1	Prodigal	002006
283	c_1	309365	310154	f	0	1	Prodigal	002006
284	c_1	310682	312509	r	0	1	Prodigal	002006
285	c_1	312517	313009	r	0	1	Prodigal	002006
286	c_1	313347	313698	f	0	1	Prodigal	002006
287	c_1	313694	314111	f	0	1	Prodigal	002006
288	c_1	314129	316235	f	0	1	Prodigal	002006
289	c_1	316236	316905	f	0	1	Prodigal	002006
290	c_1	316928	318419	f	0	1	Prodigal	002006
291	c_1	318499	319501	f	0	1	Prodigal	002006
292	c_1	319788	320424	r	0	1	Prodigal	002006
293	c_1	320420	321611	r	0	1	Prodigal	002006
294	c_1	321642	322758	r	0	1	Prodigal	002006
295	c_1	322915	324331	f	0	1	Prodigal	002006
296	c_1	324665	325286	f	0	1	Prodigal	002006
297	c_1	325587	325707	r	0	1	Prodigal	002006
298	c_1	326008	326854	r	0	1	Prodigal	002006
299	c_1	327021	327789	f	0	1	Prodigal	002006
300	c_1	327876	328326	f	0	1	Prodigal	002006
301	c_1	328303	328777	r	0	1	Prodigal	002006
302	c_1	328788	331335	r	0	1	Prodigal	002006
303	c_1	331331	332531	r	0	1	Prodigal	002006
304	c_1	332527	333283	r	0	1	Prodigal	002006
305	c_1	333582	334902	f	0	1	Prodigal	002006
306	c_1	334889	336296	f	0	1	Prodigal	002006
307	c_1	336292	337564	f	0	1	Prodigal	002006
308	c_1	337576	338713	f	0	1	Prodigal	002006
309	c_1	338756	339803	r	0	1	Prodigal	002006
310	c_1	341069	342203	f	0	1	Prodigal	002006
311	c_1	342205	343252	f	0	1	Prodigal	002006
312	c_1	343244	344432	f	0	1	Prodigal	002006
313	c_1	344428	346132	f	0	1	Prodigal	002006
314	c_1	346131	346662	f	0	1	Prodigal	002006
315	c_1	346643	347183	f	0	1	Prodigal	002006
316	c_1	347314	348925	f	0	1	Prodigal	002006
317	c_1	348909	349920	f	0	1	Prodigal	002006
318	c_1	349909	350725	f	0	1	Prodigal	002006
319	c_1	350718	351507	f	0	1	Prodigal	002006
320	c_1	351506	352148	f	0	1	Prodigal	002006
321	c_1	352511	353162	r	0	1	Prodigal	002006
322	c_1	353198	353639	f	0	1	Prodigal	002006
323	c_1	353616	353958	r	0	1	Prodigal	002006
324	c_1	354027	355032	r	0	1	Prodigal	002006
325	c_1	355028	356141	r	0	1	Prodigal	002006
326	c_1	356134	356386	r	0	1	Prodigal	002006
327	c_1	356391	358818	r	0	1	Prodigal	002006
328	c_1	358814	360698	r	0	1	Prodigal	002006
329	c_1	360702	362172	r	0	1	Prodigal	002006
330	c_1	362794	363286	r	0	1	Prodigal	002006
331	c_1	363285	363699	r	0	1	Prodigal	002006
332	c_1	363691	364507	r	0	1	Prodigal	002006
333	c_1	364506	365085	r	0	1	Prodigal	002006
334	c_1	365094	366813	r	0	1	Prodigal	002006
335	c_1	366893	367847	r	0	1	Prodigal	002006
336	c_1	367849	369721	r	0	1	Prodigal	002006
337	c_1	369720	370416	r	0	1	Prodigal	002006
338	c_1	371151	373020	r	0	1	Prodigal	002006
339	c_1	373551	373974	r	0	1	Prodigal	002006
340	c_1	374095	376564	r	0	1	Prodigal	002006
341	c_1	377245	377845	f	0	1	Prodigal	002006
342	c_1	377891	378311	f	0	1	Prodigal	002006
343	c_1	378359	380036	f	0	1	Prodigal	002006
344	c_1	380132	380531	f	0	1	Prodigal	002006
345	c_1	380947	383080	f	0	1	Prodigal	002006
346	c_1	383076	383910	f	0	1	Prodigal	002006
347	c_1	384013	385126	r	0	1	Prodigal	002006
348	c_1	385487	386753	r	0	1	Prodigal	002006
349	c_1	386952	388473	r	0	1	Prodigal	002006
350	c_1	389097	390483	f	0	1	Prodigal	002006
351	c_1	390615	391500	r	0	1	Prodigal	002006
352	c_1	391697	392384	r	0	1	Prodigal	002006
353	c_1	392380	392737	r	0	1	Prodigal	002006
354	c_1	392902	394612	f	0	1	Prodigal	002006
355	c_1	394684	395185	r	0	1	Prodigal	002006
356	c_1	395341	396769	r	0	1	Prodigal	002006
357	c_1	397112	398426	f	0	1	Prodigal	002006
358	c_1	398429	399545	f	0	1	Prodigal	002006
359	c_1	399579	400380	f	0	1	Prodigal	002006
360	c_1	400376	401312	r	0	1	Prodigal	002006
361	c_1	401499	402882	r	0	1	Prodigal	002006
362	c_1	402862	404593	r	0	1	Prodigal	002006
363	c_1	404589	405633	r	0	1	Prodigal	002006
364	c_1	405625	406147	r	0	1	Prodigal	002006
365	c_1	406146	407130	r	0	1	Prodigal	002006
366	c_1	407138	408116	r	0	1	Prodigal	002006
367	c_1	408260	409826	r	0	1	Prodigal	002006
368	c_1	410643	411921	f	0	1	Prodigal	002006
369	c_1	412043	412466	f	0	1	Prodigal	002006
370	c_1	412706	416621	f	0	1	Prodigal	002006
371	c_1	416716	417604	f	0	1	Prodigal	002006
372	c_1	417720	418008	f	0	1	Prodigal	002006
373	c_1	418114	418507	r	0	1	Prodigal	002006
374	c_1	418629	419805	f	0	1	Prodigal	002006
375	c_1	419801	421025	r	0	1	Prodigal	002006
376	c_1	421141	422410	r	0	1	Prodigal	002006
377	c_1	422662	423940	r	0	1	Prodigal	002006
378	c_1	424342	425122	r	0	1	Prodigal	002006
379	c_1	425114	425714	r	0	1	Prodigal	002006
380	c_1	425727	427239	r	0	1	Prodigal	002006
381	c_1	427259	428723	r	0	1	Prodigal	002006
382	c_1	428713	429706	r	0	1	Prodigal	002006
383	c_1	429702	430242	r	0	1	Prodigal	002006
384	c_1	430226	431129	r	0	1	Prodigal	002006
385	c_1	431119	432070	r	0	1	Prodigal	002006
386	c_1	432252	433563	f	0	1	Prodigal	002006
387	c_1	433562	435710	f	0	1	Prodigal	002006
388	c_1	435878	437399	r	0	1	Prodigal	002006
389	c_1	437408	438680	r	0	1	Prodigal	002006
390	c_1	438703	440626	r	0	1	Prodigal	002006
391	c_1	441217	443134	r	0	1	Prodigal	002006
392	c_1	443489	444740	f	0	1	Prodigal	002006
393	c_1	445335	446634	r	0	1	Prodigal	002006
394	c_1	446850	447417	r	0	1	Prodigal	002006
395	c_1	447459	448743	r	0	1	Prodigal	002006
396	c_1	449037	450564	f	0	1	Prodigal	002006
397	c_1	450768	451347	r	0	1	Prodigal	002006
398	c_1	451531	452752	f	0	1	Prodigal	002006
399	c_1	453057	454521	f	0	1	Prodigal	002006
400	c_1	455118	455481	f	0	1	Prodigal	002006
401	c_1	455539	455728	f	0	1	Prodigal	002006
402	c_1	455860	457156	r	0	1	Prodigal	002006
403	c_1	457213	457738	r	0	1	Prodigal	002006
404	c_1	457820	458756	f	0	1	Prodigal	002006
405	c_1	458768	459857	f	0	1	Prodigal	002006
406	c_1	459970	460801	r	0	1	Prodigal	002006
407	c_1	461149	462553	f	0	1	Prodigal	002006
408	c_1	462666	463053	r	0	1	Prodigal	002006
409	c_1	463246	463804	r	0	1	Prodigal	002006
410	c_1	463948	464614	r	0	1	Prodigal	002006
411	c_1	464789	465983	r	0	1	Prodigal	002006
412	c_1	466621	467608	r	0	1	Prodigal	002006
413	c_1	467915	469031	f	0	1	Prodigal	002006
414	c_1	469030	470020	f	0	1	Prodigal	002006
415	c_1	470016	471753	f	0	1	Prodigal	002006
416	c_1	472497	475602	r	0	1	Prodigal	002006
417	c_1	476015	476960	f	0	1	Prodigal	002006
418	c_1	476959	477622	f	0	1	Prodigal	002006
419	c_1	477722	478304	r	0	1	Prodigal	002006
420	c_1	478564	478783	r	0	1	Prodigal	002006
421	c_1	478964	479132	f	0	1	Prodigal	002006
422	c_1	479141	480161	f	0	1	Prodigal	002006
423	c_1	480129	481128	f	0	1	Prodigal	002006
424	c_1	481199	482135	f	0	1	Prodigal	002006
425	c_1	482148	482883	f	0	1	Prodigal	002006
426	c_1	483041	483278	f	0	1	Prodigal	002006
427	c_1	483360	484602	f	0	1	Prodigal	002006
428	c_1	484670	485477	f	0	1	Prodigal	002006
429	c_1	485466	486468	f	0	1	Prodigal	002006
430	c_1	486467	487109	f	0	1	Prodigal	002006
431	c_1	487093	488041	f	0	1	Prodigal	002006
432	c_1	488066	488846	f	0	1	Prodigal	002006
433	c_1	489216	490158	f	0	1	Prodigal	002006
434	c_1	490331	490604	f	0	1	Prodigal	002006
435	c_1	490830	492261	r	0	1	Prodigal	002006
436	c_1	492405	494958	r	0	1	Prodigal	002006
437	c_1	495013	495616	r	0	1	Prodigal	002006
438	c_1	495599	496226	r	0	1	Prodigal	002006
439	c_1	496373	497261	f	0	1	Prodigal	002006
440	c_1	497271	498399	f	0	1	Prodigal	002006
441	c_1	498409	499855	f	0	1	Prodigal	002006
442	c_1	499954	500683	r	0	1	Prodigal	002006
443	c_1	500942	501275	f	0	1	Prodigal	002006
444	c_1	501530	502961	f	0	1	Prodigal	002006
445	c_1	503070	503859	r	0	1	Prodigal	002006
446	c_1	503884	504526	r	0	1	Prodigal	002006
447	c_1	504527	505715	r	0	1	Prodigal	002006
448	c_1	505809	506382	r	0	1	Prodigal	002006
449	c_1	506630	508604	f	0	1	Prodigal	002006
450	c_1	508694	509570	r	0	1	Prodigal	002006
451	c_1	509740	510043	f	0	1	Prodigal	002006
452	c_1	510423	511701	f	0	1	Prodigal	002006
453	c_1	512073	512412	f	0	1	Prodigal	002006
454	c_1	512735	512936	f	0	1	Prodigal	002006
455	c_1	513248	513449	r	0	1	Prodigal	002006
456	c_1	514237	515071	r	0	1	Prodigal	002006
457	c_1	515465	516668	r	0	1	Prodigal	002006
458	c_1	516668	516983	r	0	1	Prodigal	002006
459	c_1	516989	518216	r	0	1	Prodigal	002006
460	c_1	518724	518958	r	0	1	Prodigal	002006
461	c_1	519018	519339	r	0	1	Prodigal	002006
462	c_1	519366	520839	r	0	1	Prodigal	002006
463	c_1	520825	521077	r	0	1	Prodigal	002006
464	c_1	521201	521594	f	0	1	Prodigal	002006
465	c_1	521643	523620	f	0	1	Prodigal	002006
466	c_1	523697	524258	f	0	1	Prodigal	002006
467	c_1	524342	524522	r	0	1	Prodigal	002006
468	c_1	524680	526594	r	0	1	Prodigal	002006
469	c_1	526669	526900	r	0	1	Prodigal	002006
470	c_1	526899	529095	r	0	1	Prodigal	002006
471	c_1	529235	529361	r	0	1	Prodigal	002006
472	c_1	529361	529625	r	0	1	Prodigal	002006
473	c_1	530005	530542	r	0	1	Prodigal	002006
474	c_1	530631	531642	r	0	1	Prodigal	002006
475	c_1	531719	536558	r	0	1	Prodigal	002006
476	c_1	536836	537058	r	0	1	Prodigal	002006
477	c_1	537128	539753	r	0	1	Prodigal	002006
478	c_1	539897	541913	r	0	1	Prodigal	002006
479	c_1	541921	542560	r	0	1	Prodigal	002006
480	c_1	542662	543121	r	0	1	Prodigal	002006
481	c_1	543214	543676	r	0	1	Prodigal	002006
482	c_1	543957	545382	f	0	1	Prodigal	002006
483	c_1	545398	546013	f	0	1	Prodigal	002006
484	c_1	546023	546203	f	0	1	Prodigal	002006
485	c_1	546202	547186	f	0	1	Prodigal	002006
486	c_1	547326	547827	f	0	1	Prodigal	002006
487	c_1	547913	550298	f	0	1	Prodigal	002006
488	c_1	550436	550625	f	0	1	Prodigal	002006
489	c_1	550608	551295	f	0	1	Prodigal	002006
490	c_1	551363	552119	f	0	1	Prodigal	002006
491	c_1	552270	553218	f	0	1	Prodigal	002006
492	c_1	553292	554201	f	0	1	Prodigal	002006
493	c_1	554304	554991	r	0	1	Prodigal	002006
494	c_1	555007	555745	r	0	1	Prodigal	002006
495	c_1	555946	557050	f	0	1	Prodigal	002006
496	c_1	557036	557924	f	0	1	Prodigal	002006
497	c_1	557920	558691	f	0	1	Prodigal	002006
498	c_1	558771	559839	f	0	1	Prodigal	002006
499	c_1	560000	560702	r	0	1	Prodigal	002006
500	c_1	560744	561320	r	0	1	Prodigal	002006
501	c_1	561999	562617	f	0	1	Prodigal	002006
502	c_1	562850	563270	f	0	1	Prodigal	002006
503	c_1	563306	564836	f	0	1	Prodigal	002006
504	c_1	564832	565801	f	0	1	Prodigal	002006
505	c_1	565831	566707	f	0	1	Prodigal	002006
506	c_1	566815	567748	f	0	1	Prodigal	002006
507	c_1	567747	568752	f	0	1	Prodigal	002006
508	c_1	568837	570487	r	0	1	Prodigal	002006
509	c_1	570486	570963	r	0	1	Prodigal	002006
510	c_1	571054	571828	r	0	1	Prodigal	002006
511	c_1	571888	572530	r	0	1	Prodigal	002006
512	c_1	572533	573778	r	0	1	Prodigal	002006
513	c_1	573764	577754	r	0	1	Prodigal	002006
514	c_1	577769	578066	r	0	1	Prodigal	002006
515	c_1	578069	580457	r	0	1	Prodigal	002006
516	c_1	580469	581453	r	0	1	Prodigal	002006
