gene_callers_id	source	accession	function	e_value
160	Prokka:Prodigal	recG	ATP-dependent DNA helicase RecG	0
161	Prokka:Prodigal	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	0
162	Prokka:Prodigal	gntU	Low-affinity gluconate transporter	0
163	Prokka:Prodigal	gntK	Thermoresistant gluconokinase	0
164	Prokka:Prodigal	edd	Phosphogluconate dehydratase	0
165	Prokka:Prodigal	eda	KHG/KDPG aldolase	0
166	Prokka:Prodigal	gntR_1	HTH-type transcriptional regulator GntR	0
167	Prokka:Prodigal		Pentapeptide repeat protein	0
168	Prokka:Prodigal	envC	Murein hydrolase activator EnvC	0
169	Prokka:Prodigal	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	0
170	Prokka:Prodigal	yibN	putative protein YibN	0
171	Prokka:Prodigal	secB	Protein-export protein SecB	0
172	Prokka:Prodigal	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	0
173	Prokka:Prodigal	nfuA	Fe/S biogenesis protein NfuA	0
174	Prokka:Prodigal			0
175	Prokka:Prodigal	bioH	Pimeloyl-[acyl-carrier protein] methyl ester esterase	0
176	Prokka:Prodigal			0
177	Prokka:Prodigal			0
178	Prokka:Prodigal			0
179	Prokka:Prodigal	yhgF	Protein YhgF	0
180	Prokka:Prodigal	greB	Transcription elongation factor GreB	0
181	Prokka:Prodigal	ompR_1	Transcriptional regulatory protein OmpR	0
182	Prokka:Prodigal	envZ	Osmolarity sensor protein EnvZ	0
183	Prokka:Prodigal			0
184	Prokka:Prodigal	rpsJ	30S ribosomal protein S10	0
185	Prokka:Prodigal	rplC	50S ribosomal protein L3	0
186	Prokka:Prodigal	rplD	50S ribosomal protein L4	0
187	Prokka:Prodigal	rplW	50S ribosomal protein L23	0
188	Prokka:Prodigal	rplB	50S ribosomal protein L2	0
189	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
190	Prokka:Prodigal	rplV	50S ribosomal protein L22	0
191	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
192	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
193	Prokka:Prodigal	rpmC	50S ribosomal protein L29	0
194	Prokka:Prodigal	rpsQ	30S ribosomal protein S17	0
195	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
196	Prokka:Prodigal	rplX	50S ribosomal protein L24	0
197	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
198	Prokka:Prodigal	rpsN	30S ribosomal protein S14	0
199	Prokka:Prodigal	rpsH	30S ribosomal protein S8	0
200	Prokka:Prodigal	rplF	50S ribosomal protein L6	0
201	Prokka:Prodigal	rplR	50S ribosomal protein L18	0
202	Prokka:Prodigal	rpsE	30S ribosomal protein S5	0
203	Prokka:Prodigal	rpmD	50S ribosomal protein L30	0
204	Prokka:Prodigal	rplO	50S ribosomal protein L15	0
205	Prokka:Prodigal	secY	Protein translocase subunit SecY	0
206	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
207	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
208	Prokka:Prodigal	rpsD	30S ribosomal protein S4	0
209	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
210	Prokka:Prodigal	rplQ	50S ribosomal protein L17	0
211	Prokka:Prodigal	cirA_1	Colicin I receptor	0
212	Prokka:Prodigal			0
213	Prokka:Prodigal	sasA_2	Adaptive-response sensory-kinase SasA	0
214	Prokka:Prodigal	ompR_2	Transcriptional regulatory protein OmpR	0
215	Prokka:Prodigal			0
216	Prokka:Prodigal	yhaJ_1	HTH-type transcriptional regulator YhaJ	0
217	Prokka:Prodigal			0
218	Prokka:Prodigal	yhhW	Quercetin 2,3-dioxygenase	0
219	Prokka:Prodigal	yqjF	Inner membrane protein YqjF	0
220	Prokka:Prodigal	recC	RecBCD enzyme subunit RecC	0
221	Prokka:Prodigal	recB	RecBCD enzyme subunit RecB	0
222	Prokka:Prodigal	recD	RecBCD enzyme subunit RecD	0
223	Prokka:Prodigal			0
224	Prokka:Prodigal			0
225	Prokka:Prodigal			0
226	Prokka:Prodigal	ompA_1	Outer membrane protein A	0
227	Prokka:Prodigal			0
228	Prokka:Prodigal	phnR_1	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons	0
229	Prokka:Prodigal			0
230	Prokka:Prodigal			0
231	Prokka:Prodigal			0
232	Prokka:Prodigal	phnV	Putative 2-aminoethylphosphonate transport system permease protein PhnV	0
233	Prokka:Prodigal	potA_2	Spermidine/putrescine import ATP-binding protein PotA	0
234	Prokka:Prodigal		putative phosphatase	0
235	Prokka:Prodigal			0
236	Prokka:Prodigal			0
237	Prokka:Prodigal			0
238	Prokka:Prodigal			0
239	Prokka:Prodigal	oah1	O-acetyl-L-homoserine sulfhydrylase 1	0
240	Prokka:Prodigal			0
241	Prokka:Prodigal	sgrR	HTH-type transcriptional regulator SgrR	0
242	Prokka:Prodigal	katG	Catalase-peroxidase	0
243	Prokka:Prodigal			0
244	Prokka:Prodigal			0
245	Prokka:Prodigal	lifO	Lipase chaperone	0
246	Prokka:Prodigal	hlyC	Triacylglycerol lipase	0
247	Prokka:Prodigal	tyrS_1	Tyrosine--tRNA ligase	0
248	Prokka:Prodigal			0
249	Prokka:Prodigal			0
250	Prokka:Prodigal			0
251	Prokka:Prodigal			0
252	Prokka:Prodigal			0
253	Prokka:Prodigal	katA	Catalase	0
254	Prokka:Prodigal	aaaT	L-amino acid N-acetyltransferase AaaT	0
255	Prokka:Prodigal	sbmC	DNA gyrase inhibitor	0
256	Prokka:Prodigal			0
257	Prokka:Prodigal			0
258	Prokka:Prodigal	valS	Valine--tRNA ligase	0
259	Prokka:Prodigal	holC	DNA polymerase III subunit chi	0
260	Prokka:Prodigal	pepA_1	Cytosol aminopeptidase	0
261	Prokka:Prodigal	lptF	Lipopolysaccharide export system permease protein LptF	0
262	Prokka:Prodigal	lptG	Lipopolysaccharide export system permease protein LptG	0
263	Prokka:Prodigal			0
264	Prokka:Prodigal	intA_1	Prophage integrase IntA	0
265	Prokka:Prodigal			0
266	Prokka:Prodigal			0
267	Prokka:Prodigal			0
268	Prokka:Prodigal			0
269	Prokka:Prodigal			0
270	Prokka:Prodigal			0
271	Prokka:Prodigal			0
272	Prokka:Prodigal			0
273	Prokka:Prodigal			0
274	Prokka:Prodigal			0
275	Prokka:Prodigal			0
276	Prokka:Prodigal	cntO	Metal-pseudopaline receptor CntO	0
277	Prokka:Prodigal			0
278	Prokka:Prodigal	pbpG_1	D-alanyl-D-alanine endopeptidase	0
279	Prokka:Prodigal	yjeM	Inner membrane transporter YjeM	0
280	Prokka:Prodigal			0
281	Prokka:Prodigal			0
282	Prokka:Prodigal	phoE_1	Outer membrane porin PhoE	0
283	Prokka:Prodigal	glpX	Fructose-1,6-bisphosphatase 1 class 2	0
284	Prokka:Prodigal			0
285	Prokka:Prodigal	hemY	Protein HemY	0
286	Prokka:Prodigal	hemX	Protein HemX	0
287	Prokka:Prodigal	hemD	Uroporphyrinogen-III synthase	0
288	Prokka:Prodigal	hemC	Porphobilinogen deaminase	0
289	Prokka:Prodigal	cyaA	Adenylate cyclase	0
290	Prokka:Prodigal	estB	Carboxylesterase 2	0
291	Prokka:Prodigal	cyaY	Iron-sulfur cluster assembly protein CyaY	0
292	Prokka:Prodigal	lysA	Diaminopimelate decarboxylase	0
293	Prokka:Prodigal	dapF	Diaminopimelate epimerase	0
294	Prokka:Prodigal			0
295	Prokka:Prodigal	xerC_1	Tyrosine recombinase XerC	0
296	Prokka:Prodigal	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	0
297	Prokka:Prodigal			0
298	Prokka:Prodigal			0
299	Prokka:Prodigal			0
300	Prokka:Prodigal	puuD	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD	0
301	Prokka:Prodigal			0
302	Prokka:Prodigal	pmbA_1	Metalloprotease PmbA	0
303	Prokka:Prodigal		IS3 family transposase ISAs31	0
304	Prokka:Prodigal		IS3 family transposase ISAs31	0
305	Prokka:Prodigal	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0
306	Prokka:Prodigal	ibaG	Acid stress protein IbaG	0
307	Prokka:Prodigal			0
308	Prokka:Prodigal	mlaC	Intermembrane phospholipid transport system binding protein MlaC	0
309	Prokka:Prodigal	mlaD	Intermembrane phospholipid transport system binding protein MlaD	0
310	Prokka:Prodigal	mlaE	Intermembrane phospholipid transport system permease protein MlaE	0
311	Prokka:Prodigal	mlaF	Intermembrane phospholipid transport system ATP-binding protein MlaF	0
312	Prokka:Prodigal	kdsD	Arabinose 5-phosphate isomerase KdsD	0
313	Prokka:Prodigal	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	0
314	Prokka:Prodigal	lptC	Lipopolysaccharide export system protein LptC	0
315	Prokka:Prodigal	lptA	Lipopolysaccharide export system protein LptA	0
316	Prokka:Prodigal	lptB_1	Lipopolysaccharide export system ATP-binding protein LptB	0
317	Prokka:Prodigal	rpoN	RNA polymerase sigma-54 factor	0
318	Prokka:Prodigal	hpf	Ribosome hibernation promoting factor	0
319	Prokka:Prodigal	ptsN	Nitrogen regulatory protein	0
320	Prokka:Prodigal	rapZ	RNase adapter protein RapZ	0
321	Prokka:Prodigal	ptsO	Phosphocarrier protein NPr	0
322	Prokka:Prodigal	licR	putative licABCH operon regulator	0
323	Prokka:Prodigal	dgaF	2-dehydro-3-deoxy-phosphogluconate aldolase	0
324	Prokka:Prodigal	dgaE	D-glucosaminate-6-phosphate ammonia lyase	0
325	Prokka:Prodigal		Deacetylase	0
326	Prokka:Prodigal			0
327	Prokka:Prodigal			0
328	Prokka:Prodigal			0
329	Prokka:Prodigal			0
330	Prokka:Prodigal			0
331	Prokka:Prodigal	degS	Serine endoprotease DegS	0
332	Prokka:Prodigal	degQ	Periplasmic pH-dependent serine endoprotease DegQ	0
333	Prokka:Prodigal	yhcB	Inner membrane protein YhcB	0
334	Prokka:Prodigal	zapE	Cell division protein ZapE	0
335	Prokka:Prodigal	rplM	50S ribosomal protein L13	0
336	Prokka:Prodigal	rpsI	30S ribosomal protein S9	0
337	Prokka:Prodigal	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit	0
338	Prokka:Prodigal	petB	Cytochrome b	0
339	Prokka:Prodigal	petC	Ammonia monooxygenase gamma subunit	0
340	Prokka:Prodigal	sspA	Stringent starvation protein A	0
341	Prokka:Prodigal			0
342	Prokka:Prodigal			0
343	Prokka:Prodigal	diaA	DnaA initiator-associating protein DiaA	0
344	Prokka:Prodigal			0
345	Prokka:Prodigal	lpoA	Penicillin-binding protein activator LpoA	0
346	Prokka:Prodigal	rsmI	Ribosomal RNA small subunit methyltransferase I	0
347	Prokka:Prodigal			0
348	Prokka:Prodigal	fliN_1	Flagellar motor switch protein FliN	0
349	Prokka:Prodigal	fliP_1	Flagellar biosynthetic protein FliP	0
350	Prokka:Prodigal	fliQ_1	Flagellar biosynthetic protein FliQ	0
351	Prokka:Prodigal	fliR_1	Flagellar biosynthetic protein FliR	0
352	Prokka:Prodigal	flhB_1	Flagellar biosynthetic protein FlhB	0
353	Prokka:Prodigal	flhA_1	Flagellar biosynthesis protein FlhA	0
354	Prokka:Prodigal	atoC_1	Regulatory protein AtoC	0
355	Prokka:Prodigal	fliE_1	Flagellar hook-basal body complex protein FliE	0
356	Prokka:Prodigal			0
357	Prokka:Prodigal	fliG_1	Flagellar motor switch protein FliG	0
358	Prokka:Prodigal			0
359	Prokka:Prodigal	fliI_1	Flagellum-specific ATP synthase	0
360	Prokka:Prodigal			0
361	Prokka:Prodigal			0
362	Prokka:Prodigal			0
363	Prokka:Prodigal			0
364	Prokka:Prodigal	flgB_1	Flagellar basal body rod protein FlgB	0
365	Prokka:Prodigal	flgC_1	Flagellar basal-body rod protein FlgC	0
366	Prokka:Prodigal			0
367	Prokka:Prodigal	flgE_1	Flagellar hook protein FlgE	0
368	Prokka:Prodigal	flgF_1	Flagellar basal-body rod protein FlgF	0
369	Prokka:Prodigal	flgG_1	Flagellar basal-body rod protein FlgG	0
370	Prokka:Prodigal	flgH_1	Flagellar L-ring protein	0
371	Prokka:Prodigal	flgI_1	Flagellar P-ring protein	0
372	Prokka:Prodigal			0
373	Prokka:Prodigal			0
374	Prokka:Prodigal	flgL	Flagellar hook-associated protein 3	0
375	Prokka:Prodigal			0
376	Prokka:Prodigal			0
377	Prokka:Prodigal			0
378	Prokka:Prodigal	hag_1	Flagellin	0
379	Prokka:Prodigal	fliD_1	B-type flagellar hook-associated protein 2	0
380	Prokka:Prodigal	fliS_1	Flagellar secretion chaperone FliS	0
381	Prokka:Prodigal			0
382	Prokka:Prodigal			0
383	Prokka:Prodigal	lafS	RNA polymerase sigma factor for flagellar operon	0
384	Prokka:Prodigal	lafT	Chemotaxis protein LafT	0
385	Prokka:Prodigal	lafU	Chemotaxis protein LafU	0
386	Prokka:Prodigal			0
387	Prokka:Prodigal			0
388	Prokka:Prodigal			0
389	Prokka:Prodigal	mraZ	Transcriptional regulator MraZ	0
390	Prokka:Prodigal	rsmH	Ribosomal RNA small subunit methyltransferase H	0
391	Prokka:Prodigal	ftsL	Cell division protein FtsL	0
392	Prokka:Prodigal	ftsI	Peptidoglycan D,D-transpeptidase FtsI	0
393	Prokka:Prodigal	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	0
394	Prokka:Prodigal	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	0
395	Prokka:Prodigal	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	0
396	Prokka:Prodigal	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	0
397	Prokka:Prodigal	ftsW	putative peptidoglycan glycosyltransferase FtsW	0
398	Prokka:Prodigal	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	0
399	Prokka:Prodigal	murC	UDP-N-acetylmuramate--L-alanine ligase	0
400	Prokka:Prodigal	ftsQ	Cell division protein FtsQ	0
401	Prokka:Prodigal	ftsA_1	Cell division protein FtsA	0
402	Prokka:Prodigal	ftsZ	Cell division protein FtsZ	0
403	Prokka:Prodigal	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	0
404	Prokka:Prodigal			0
405	Prokka:Prodigal	secA	Protein translocase subunit SecA	0
406	Prokka:Prodigal	mutT	8-oxo-dGTP diphosphatase	0
407	Prokka:Prodigal	yacG	DNA gyrase inhibitor YacG	0
408	Prokka:Prodigal	zapD	Cell division protein ZapD	0
409	Prokka:Prodigal	coaE	Dephospho-CoA kinase	0
410	Prokka:Prodigal	outO	Type 4 prepilin-like proteins leader peptide-processing enzyme	0
411	Prokka:Prodigal	epsF_1	Type II secretion system protein F	0
412	Prokka:Prodigal			0
413	Prokka:Prodigal	nadC	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	0
414	Prokka:Prodigal			0
415	Prokka:Prodigal	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	0
416	Prokka:Prodigal	pdhR	Pyruvate dehydrogenase complex repressor	0
417	Prokka:Prodigal	aceE	Pyruvate dehydrogenase E1 component	0
418	Prokka:Prodigal	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0
419	Prokka:Prodigal	lpdA	Dihydrolipoyl dehydrogenase	0
420	Prokka:Prodigal			0
421	Prokka:Prodigal	mcpH	Methyl-accepting chemotaxis protein McpH	0
422	Prokka:Prodigal			0
423	Prokka:Prodigal	acnB	Aconitate hydratase B	0
424	Prokka:Prodigal	pdeG_1	putative cyclic di-GMP phosphodiesterase PdeG	0
425	Prokka:Prodigal		L-gulono-1,4-lactone dehydrogenase	0
426	Prokka:Prodigal	yjiA	P-loop guanosine triphosphatase YjiA	0
427	Prokka:Prodigal	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA	0
428	Prokka:Prodigal	mdtA_2	Multidrug resistance protein MdtA	0
429	Prokka:Prodigal			0
430	Prokka:Prodigal	hsrA	putative transport protein HsrA	0
431	Prokka:Prodigal			0
432	Prokka:Prodigal	folK_1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	0
433	Prokka:Prodigal	folB	Dihydroneopterin aldolase	0
434	Prokka:Prodigal	plsY	Glycerol-3-phosphate acyltransferase	0
435	Prokka:Prodigal			0
436	Prokka:Prodigal			0
437	Prokka:Prodigal			0
438	Prokka:Prodigal			0
439	Prokka:Prodigal	paiB	Protease synthase and sporulation protein PAI 2	0
440	Prokka:Prodigal	argH	Argininosuccinate lyase	0
441	Prokka:Prodigal	argG	Argininosuccinate synthase	0
442	Prokka:Prodigal	argF_1	Ornithine carbamoyltransferase	0
443	Prokka:Prodigal	argB	Acetylglutamate kinase	0
444	Prokka:Prodigal	argC	N-acetyl-gamma-glutamyl-phosphate reductase	0
445	Prokka:Prodigal	argE	Acetylornithine deacetylase	0
446	Prokka:Prodigal	ppc	Phosphoenolpyruvate carboxylase	0
447	Prokka:Prodigal			0
448	Prokka:Prodigal	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	0
449	Prokka:Prodigal			0
450	Prokka:Prodigal	gltC	HTH-type transcriptional regulator GltC	0
451	Prokka:Prodigal	cidA	Holin-like protein CidA	0
452	Prokka:Prodigal	yohK_1	Inner membrane protein YohK	0
453	Prokka:Prodigal			0
454	Prokka:Prodigal			0
455	Prokka:Prodigal	mutS	DNA mismatch repair protein MutS	0
456	Prokka:Prodigal	pncC_1	Nicotinamide-nucleotide amidohydrolase PncC	0
457	Prokka:Prodigal	recA	Protein RecA	0
458	Prokka:Prodigal	recX	Regulatory protein RecX	0
459	Prokka:Prodigal	alaS	Alanine--tRNA ligase	0
460	Prokka:Prodigal		Aspartate kinase	0
461	Prokka:Prodigal	csrA	Carbon storage regulator	0
462	Prokka:Prodigal	pbpG_2	D-alanyl-D-alanine endopeptidase	0
463	Prokka:Prodigal	yqjA_1	Inner membrane protein YqjA	0
464	Prokka:Prodigal			0
465	Prokka:Prodigal	ansB	L-asparaginase 2	0
466	Prokka:Prodigal			0
467	Prokka:Prodigal			0
468	Prokka:Prodigal	treR	HTH-type transcriptional regulator TreR	0
